paper_id,title,authors,year,venue,doi,abstract,keywords,source_db,export_file,is_preprint,version_group_id
77c5b5a47b3f,Mapping Research Clusters of Artificial Intelligence for Financial Services Using Topic Modelling: A Machine Learning Insight,H. Olasiuk; Sanjeev Kumar; Sudhanshu Singh; Tetiana Ganushchak,2023,2023 Global Conference on Information Technologies and Communications (GCITC),10.1109/GCITC60406.2023.10426342,"Artificial Intelligence (AI) improves decision-making and streamlines processes in the financial services industry. This study aims to explore the adoption of artificial intelligence in financial services over the last two decades. This research conducts a comprehensive analysis using bibliometric techniques and structural topic modelling on a dataset of 378 articles collected from the Scopus database, covering the span of two decades from 2002 to 2022. The primary focus of this study revolves around the domain of AI in financial services. It seeks to scrutinise publication trends, identify prominent sources, and uncover thematic clusters within this field. Remarkably, ""The AI Book: The Artificial Intelligence Handbook for Investors, Entrepreneurs, and Fintech Visionaries"" emerges as the leading source, contributing 5% of the total articles. The results obtained through structural topic modelling reveal the presence of five distinct thematic clusters, including topics such as financial services and customer management, AI and regulations, technology adoption in financial services, AI-driven risk management, and fraud detection in financial services. Future research trends in this field are anticipated to emphasise transparency, regulatory compliance, personalised customer experiences, proactive fraud prevention, ethical considerations, and the integration of quantum computing with AI for addressing complex challenges, ultimately reshaping the financial services industry landscape. These findings hold significant implications for many stakeholders, encompassing academics, practitioners, regulators, and policymakers.",Computer Science; Business; Economics,semantic_scholar,api_search_semantic_scholar.json,0,
e9fd71668078,A review of quantum and hybrid quantum/classical blockchain protocols,Marcus Edwards; Atefeh Mashatan; S. Ghose,2019,Quantum Information Processing,10.1007/s11128-020-02672-y,"Blockchain technology is facing critical issues of scalability, efficiency and sustainability. These problems are necessary to solve if blockchain is to become a technology that can be used responsibly. Useful quantum computers could potentially be developed by the time that blockchain will be widely implemented for mission-critical work at financial and other institutions. Quantum computing will not only cause challenges for blockchain, but can also be harnessed to better implement parts of blockchain technologies including cryptocurrencies. We review the work that has been done in the area of quantum blockchain and hybrid quantum–classical blockchain technology and discuss open questions that remain.",Computer Science; Physics; Computer Science; Physics,semantic_scholar,api_search_semantic_scholar.json,0,
d85be19938f4,Quantum computation for pricing the collateralized debt obligations,Hao Tang; Anurag Pal; Lu-Feng Qiao; Tian-Yu Wang; Jun Gao; Xian-min Jin,2020,Quantum Engineering,10.1002/que2.84,"Collateral debt obligation (CDO) has been one of the most commonly used structured financial products and is intensively studied in quantitative finance. By setting the asset pool into different tranches, it effectively works out and redistributes credit risks and returns to meet the risk preferences for different tranche investors. The copula models of various kinds are normally used for pricing CDOs, and the Monte Carlo simulations are required to get their numerical solution. Here we implement two typical CDO models, the single-factor Gaussian copula model and Normal Inverse Gaussian copula model, and by applying the conditional independence approach, we manage to load each model of distribution in quantum circuits. We then apply quantum amplitude estimation as an alternative to Monte Carlo simulation for CDO pricing. We demonstrate the quantum computation results using IBM Qiskit. Our work addresses a useful task in finance instrument pricing, significantly broadening the application scope for quantum computing in finance.",Economics; Physics; Computer Science; Physics; Computer Science; Mathematics,semantic_scholar,api_search_semantic_scholar.json,0,
b4956e6c6ecb,Cloud Computing Trends for the Future,Garima Verma; Dhara Upadhayay,2019,Turkish Journal of Computer and Mathematics Education,10.61841/turcomat.v10i3.14398,"As the technological landscape continues to conform unexpectedly, the paradigm of cloud computing stands at the forefront of innovation, shaping the destiny of statistics technology. This evaluation paper gives an insightful analysis of the modern-day traits in cloud computing and anticipates the trajectories in an effort to define its future. Through a complete synthesis of the latest literature, this paper explores key trends, demanding situations, and opportunities in cloud computing. It delves into rising technology consisting of part computing, serverless computing, and quantum computing, dropping light on their transformative potential. Additionally, the assessment addresses the evolving position of synthetic intelligence and gadget learning within cloud environments. The problematic interaction among protection, privacy, and compliance inside the cloud is scrutinized, offering nuanced information on the measures necessary to strengthen those important aspects. Moreover, the paper discusses the impact of cloud computing on numerous industries, from healthcare to finance, and the societal implications of its tremendous adoption. By examining current tendencies and forecasting future trajectories, this evaluates objectivesto guide researchers, practitioners, and selection-makers in navigating the dynamic landscape of cloud computing and harnessing its full capacity.",Computer Science; Engineering,semantic_scholar,api_search_semantic_scholar.json,0,
2f22ca7eee67,THE IMPACT OF AI/MACHINE LEARNING IN EDUCATION,Dimitrie-Daniel Plăcintă,2021,eLearning and Software for Education,10.12753/2066-026x-21-004,"5G, cloud computing, quantum computing, machine learning, blockchain, artificial intelligence, all are high technologies that change the way we are living, working into multiconnected world: social networks, intelligent houses, autonomous cars, fintech, remote health, instant communication, etc.
An essential aspect for the above disrupted technologies is generated by cybersecurity, by the relationship between national security and the implementation at large scale of 5G. The 5G technology became the number one threat for USA, NATO, and European Union. Europe became the playground where the winner between Huawei and its competitors for 5G adoption will be decided.
Quantum computing will dramatically change the entire cybersecurity in the next years due to its power and speed in decrypting the today's strongest cryptographic algorithms, intelligence services, large organizations, the entire world will benefit from the advantages of the new revolutionary technology, for sure new cryptographic algorithms will be implemented to secure our data. 
Blockchain features increased the level of cybersecurity for a lot of activities like cryptocurrencies, money transfer, data tracking, securing of large amount of data for companies or governments, protecting highly sensitive information from the military field, defending against external cyber threats, ensuring the data integrity of IoT devices, etc.
Artificial intelligence it's a weapon with two blades, both cybercriminals and ""white hats"" are fructifying the capabilities of this technology: avoid the identification of attacks, launch automatic attacks, build undetectable content to pass the security filters, biometric authentication, predict future cyber-attacks, identify abnormal behaviors, fraud detection, mistake free cybersecurity, etc.
The paper will synthetize and present the latest research from the cybersecurity field: the new cyber threats for international security, how can we fight against cyber threats at national, European and international level, what are the most dangerous international key players of cybercrime world, what is the financial impact of cybercrime, why classic war has moved into the cyberspace, why is GDPR important from the cybersecurity perspective.
The continuous evolution of technologies will generate new exponential challenges related to secure communication between multiple software integrations, data privacy, right of intimacy, encryption of information, for users, companies, governments, international regulation bodies, non-government organizations, as a consequence of the huge number of connected devices and people.",Education; Computer Science,semantic_scholar,api_search_semantic_scholar.json,0,
66dcb2572139,Economic assessment of reasonability of introducing quantum communications in the energy sector,D. Lobov,2025,Multimedia Information Retrieval,10.18184/2079-4665.2025.16.3.488-504,"Purpose: evaluation of economic reasonability of quantum transformation of the information security function using the example of energy sector facilities.Methods: the paper uses the author's model for assessing the economic efficiency of quantum transformation of the information security function, based on approaches to analyzing the probability of risks associated with the creation of a quantum computer, as well as to assessing the investments required to implement innovative solutions in the field of quantum communications. The calculation was carried out on the example of PJSC RusHydro; data on the company were collected from open sources and annual reports.Results: the model for assessing the economic efficiency of quantum transformation of the information security function was tested. The Mosca’s Theorem was improved in the field of forecasting the timing of quantum transformation, taking into account the factor of economic efficiency of investment projects. Recommendations for implementing quantum key distribution equipment and post-quantum algorithms in the long term were developed.Conclusions and Relevance: the proposed original model allows assessing the economic efficiency of implementing quantum communications technologies, and the updated Mosca’s Theorem allows determining the economically justified timeframes for quantum transformation. The study showed that quantum communications may be of greatest interest to companies that own key critical information infrastructure facilities that provide high revenue figures. The higher the decentralization of infrastructure facilities is and the lower the risk of financial losses due to downtime is, the less economically efficient the projects for implementing quantum communications are. Thus, to protect multiple intelligent substations within the Smart Grid, it is recommended to use post-quantum mathematical algorithms that do not require significant capital investments. The results obtained may be of practical use for participants in the quantum market in Russia: the regulator, research centers, commercial developers of solutions, and potential clients.",Economics; Physics; Engineering,semantic_scholar,api_search_semantic_scholar.json,0,
f6abd7a9772b,SURVEY OF QUANTUM COMPUTING APPLICATIONS IN ARTIFICIAL INTELLIGENCE FOR FRAUD DETECTION,,2025,International Research Journal of Modernization in Engineering Technology and Science,10.56726/irjmets66938,,Computer Science,semantic_scholar,api_search_semantic_scholar.json,0,
c2acde9f5bf9,Emergence of Quantum Computing Technologies in Automotive Applications: Opportunities and Future Use Cases,B. Kolodziejczyk,2024,,10.4271/epr2024008,"<div class=""section abstract""><div class=""htmlview paragraph"">Quantum computing and its applications are emerging rapidly, driving excitement
 and extensive interest across all industry sectors, from finance to
 pharmaceuticals. The automotive industry is no different. Quantum computing can
 bring significant advantages to the way we commute, whether through the
 development of new materials and catalysts using quantum chemistry or improved
 route optimization. Quantum computing may be as important as the invention of
 driverless vehicles.</div><div class=""htmlview paragraph""><b>Emergence of Quantum Computing Technologies in Automotive Applications:
 Opportunities and Future Use Cases</b> attempts to explain quantum
 technology and its various advantages for the automotive industry. While many of
 the applications presented are still nascent, they may become mainstream in a
 decade or so.</div><div class=""htmlview paragraph""><a href=""https://www.sae.org/publications/edge-research-reports"" target=""_blank"">Click
 here to access the full SAE EDGE</a><sup>TM</sup><a href=""https://www.sae.org/publications/edge-research-reports"" target=""_blank"">
 Research Report portfolio.</a></div></div>",Engineering; Physics; Computer Science,semantic_scholar,api_search_semantic_scholar.json,0,
cf0d84ba3b6a,Experiments on Fraud Detection use case with QML and TDA Mapper,Satanik Mitra; J. K. Rao,2021,International Conference on Quantum Computing and Engineering,10.1109/QCE52317.2021.00083,"In the era of online financial transactions, it is significant for the credit card firms to be equipped with capabilities to identify fraudulent credit card transactions. This work covers study and implementation of two approaches for developing a credit card fraud detection model. First one, with hybrid quantum neural networks. In recent times, Quantum Computers (QC) are making their footprints into AI/ML domain. Quantum neural networks (QNN) hybrid with classical neural net has been used in various tasks such as – natural language processing, image processing etc. The second approach is with Topological Data Analysis (TDA). Finding topological structure in the input data also become relevant from the perspective of noise reduction. The visualization capabilities of TDA can become an aid in classification of credit card fraud as well. TDA is implemented with mapper based method here. In hybrid QNN, we are covering a reference implementation of Xanadu’s StrawberryFields, where a classical network processes the input to be fed into a QNN model. Although technique wise these two approaches are drastically different, for the sake of generalization we implement TDA and hybrid QNN with a publicly available credit card fraud detection dataset. We tested with balanced fraud and genuine features and hybrid QNN model provides accuracy of 89.5%, whereas TDA mapper with our novel approach of classification provides an accuracy of 94%.",Computer Science; Computer Science; Business,semantic_scholar,api_search_semantic_scholar.json,0,
5e828a070fa3,Fortifying Plasma Chains: A Quantum-Resilient Approach Using Hybrid Cryptography,K. Thanushree; U. Padmavathi,2025,2025 International Conference on Innovative Trends in Information Technology (ICITIIT),10.1109/ICITIIT64777.2025.11041151,,Computer Science; Physics; Engineering,semantic_scholar,api_search_semantic_scholar.json,0,
44c80d14bffc,Quantum computing for software engineering: prospects,A. Miranskyy; Mushahid Khan; J. Faye; U. C. Mendes,2022,QP4SE@ESEC/SIGSOFT FSE,10.1145/3549036.3562060,"Quantum computers (QCs) are maturing. When QCs are powerful enough, they may be able to handle problems in chemistry, physics, and finance that are not classically solvable. However, the applicability of quantum algorithms to speed up Software Engineering (SE) tasks has not been explored. We examine eight groups of quantum algorithms that may accelerate SE tasks across the different phases of SE and sketch potential opportunities and challenges.",Computer Science; Computer Science,semantic_scholar,api_search_semantic_scholar.json,0,
f8a9dd854c13,Pioneering Developments in System Technologies,,2024,Pacific Journal of Medical Research,10.70818/pjmr.2024.v01i01.05,"The rapid evolution of system technologies over the last few decades has significantly transformed industries, societies, and individual lives. System technologies encompass an array of interconnected hardware, software, and networked infrastructures designed to perform complex tasks with precision, scalability, and efficiency. From artificial intelligence (AI) to the Internet of Things (IoT), quantum computing, and blockchain, these advancements have set the stage for unprecedented innovation. This editorial explores the pioneering developments in system technologies, their applications, and the challenges that accompany their adoption. Artificial intelligence has emerged as the cornerstone of modern system technologies. The development of deep learning algorithms, natural language processing (NLP), and generative AI has revolutionized the capabilities of machines to mimic human cognition. Google’s Bard demonstrate remarkable capabilities in creating human-like text, art, and code, enabling transformative applications in education, healthcare, and entertainment [1]. In healthcare, AI-powered diagnostic tools have achieved precision in detecting diseases like cancer and cardiovascular conditions, often outperforming human experts [2]. Similarly, NLP systems are now employed in mental health therapy through chatbots and virtual therapists. Beyond healthcare, AI has found robust applications in predictive analytics for finance, autonomous vehicles in transportation, and recommendation systems in e-commerce. Despite these advancements, ethical concerns such as bias, privacy, and accountability persist. Moreover, the potential displacement of jobs due to automation remains a significant societal challenge. Addressing these concerns requires stringent policies and a collaborative approach among technologists, ethicists, and policymakers.",Computer Science; Engineering,semantic_scholar,api_search_semantic_scholar.json,0,
389cd1392f94,Post-Quantum Cryptography: Securing AI Systems against Quantum Threats,Danny Smith; Akinniyi James Samuel,2024,"Journal of Science, Technology and Engineering Research",10.64206/snz0jq38,"As artificial intelligence (AI) systems increasingly underpin critical applications in healthcare, finance, defense, and infrastructure, ensuring their security has become paramount. However, the rapid advancement of quantum computing poses a significant threat to classical cryptographic schemes that currently safeguard these systems. Quantum algorithms such as Shor’s and Grover’s threaten to undermine the confidentiality, integrity, and authentication of data and models that AI systems depend on. In this context, Post-Quantum Cryptography (PQC) has emerged as a crucial area of research aimed at developing cryptographic algorithms that are secure against both classical and quantum adversaries.
This paper investigates the intersection of quantum computing threats and AI system vulnerabilities, highlighting how current security mechanisms may fail in a post-quantum era. We explore various categories of PQC—including lattice-based, hash-based, and multivariate polynomial cryptography—and evaluate their applicability to securing AI systems, particularly in scenarios such as model distribution, federated learning, data encryption, and communication in AI-enabled edge and IoT environments.
Through analysis of emerging use cases and proposed architectures, the paper outlines how PQC can be integrated into the AI lifecycle to mitigate quantum-era threats. It also identifies key challenges such as computational overhead, integration complexity, and standardization gaps. The study concludes by outlining future research opportunities, including the development of efficient PQC protocols tailored to AI workloads, the creation of quantum-resilient AI pipelines, and the importance of interdisciplinary collaboration to secure AI’s future.",Computer Science,semantic_scholar,api_search_semantic_scholar.json,0,
30582038a7ba,Periodic Unitary Encoding for Quantum Anomaly Detection of Temporal Series,Daniele Lizzio Bosco; R. Romanello; Giuseppe Serra,2025,IQSOFT,10.5220/0013537800004525,": Anomaly detection in temporal series is a compelling area of research with applications in fields such as finance, healthcare, and predictive maintenance. Recently, Quantum Machine Learning (QML) has emerged as a promising approach to tackle such problems, leveraging the unique properties of quantum systems. Among QML techniques, kernel-based methods have gained significant attention due to their ability to effectively handle both supervised and unsupervised tasks. In the context of anomaly detection, unsupervised approaches are particularly valuable as labeled data is often scarce. Nevertheless, temporal series data frequently exhibit known seasonality, even in unsupervised settings. We propose a novel quantum kernel designed to incorporate seasonality information into anomaly detection tasks. Our approach constructs a Hamiltonian matrix that induces a unitary operator which period corresponds to the seasonality of the task under consideration. This unitary operator is then used to encode the data into the quantum kernel, ensuring that values sampled at instants equivalent under the period are treated consistently by the kernel. We evaluate the proposed method on an anomaly detection task for temporal series, demonstrating that embedding seasonality directly into the quantum kernel generation improves the overall performance of quantum kernel-based support vector machines.",Computer Science; Computer Science; Physics,semantic_scholar,api_search_semantic_scholar.json,0,
cb5579ed5567,MODIFICATION OF A QUANTUM-INSPIRED GENETIC ALGORITHM FOR NUMERICAL OPTIMIZATION USING QUDIT UNDER CONDITIONS OF SIMULATING QUANTUM DECOHERENCE,V. Maslennikov; L. Demidova,2024,Computational nanotechnology,10.33693/2313-223x-2024-11-2-58-85,"The genetic algorithm for numerical optimization (GA) of the metaheuristic class is a method for finding optimal solutions based on the biological principles of natural selection and variability. GA is characterized by high operating speed, resistance to noise in the data, low probability of hitting the local extremum of the multimodal objective function, as well as the simultaneous application of probabilistic and deterministic rules for generating search space points. An alternative to the classical GA is the quantum-inspired genetic algorithm for numerical optimization (QIGA), which has advantages that are unattainable for GA by using the concepts and principles of quantum computing. The article proposes a new approach to the implementation of a quantum-inspired genetic numerical optimization algorithm for searching for the global maximum of the objective function, based on modeling the functioning of the GA by simulating the execution of quantum calculations based on qudit in the conditions of the existence of quantum decoherence in the era of noisy medium-scale quantum algorithms. For this purpose, to carry out quantum operations of rotating the states of multilevel quantum systems, the paper presents a density matrix based on Heisenberg-Weyl operators as an analogue of the Bloch sphere for qudits. The simulation of quantum decoherence is interpreted from the point of view of the influence of extraneous noise emanating from the environment on the qudit and is presented as the use of a normal random variable with zero mathematical expectation and unit variance in quantum gates. At the same time, the work presents detailed pseudocodes of the functioning of both the most modified quantum-inspired genetic algorithm for numerical optimization and its individual operations. Testing is carried out by conducting computational experiments with the implementation of a modified algorithm on two-dimensional and multidimensional functions of test optimization problems, as well as when solving an applied optimization problem of planning hybrid flow production in the manufacturing industry based on financial costs and solving the problem of increasing forecasting accuracy based on compact extreme learning machines. The experimental results demonstrate the superiority of the new algorithm over QIGA and classical optimization algorithms in the accuracy of the solution, the speed of convergence with the target value of the global maximum and the execution time of the algorithm.",Physics; Computer Science,semantic_scholar,api_search_semantic_scholar.json,0,
03ef9858009e,From Classical Rationality to Contextual Reasoning: Quantum Logic as a New Frontier for Human-Centric AI in Finance,F. Bagarello; F. Gargano; Polina Khrennikova,2025,Quantum Economics and Finance,10.1177/29767032251385514,"We consider state-of-the-art applications of artificial intelligence (AI) in modelling human financial expectations and explore the potential of quantum logic to drive future advancements in this field. This analysis highlights the application of machine learning techniques, including reinforcement learning and deep neural networks, in financial statement analysis, algorithmic trading, portfolio management, and robo-advisory services. We further discuss the emergence and progress of quantum machine learning (QML) and advocate for broader exploration of the advantages provided by quantum-inspired neural networks. These benefits arise from quantum logic’s ability to capture agents’ non-classical expectations and non-expected utility decisions, often referred to as ‘bounded rationality’. We present illustrative examples of expectation formation schemes in asset trading, grounded in quantum probability theory. We argue that quantum-based models hold significant potential to replicate human cognitive processes, enhance AI efficiency, and improve functionality in complex and uncertain environments. Ultimately, we aim to promote the adoption of quantum-driven AI techniques to improve upon classical models in capturing human-like decision-making.",Economics; Physics; Computer Science; Business; Physics,semantic_scholar,api_search_semantic_scholar.json,0,
0e87c75ab52f,ntegrating Quantum-Inspired Principles into Financial Data Science: Optimizing Reservoir Computing Models,A. J.,2024,INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,10.55041/ijsrem36112,"This research explores the integration of quantum-inspired principles into financial data science with a focus on optimizing Reservoir Computing (RC) models. This approach aims to achieve a more nuanced representation of market states, improving accuracy in predicting stock price movements and capturing complex interdependencies among financial assets. Utilizing historical data from Yahoo Finance, implement and optimize RC models enhanced by Quantum State Model (QSM) and Entangled Asset Model (EAM) techniques. The results demonstrate the potential benefits and challenges of applying these quantum-inspired methods to financial data analysis. Keywords: Computational Intelligence, Financial Data Science, Quantum Computing, Quantum Machine Learning (QML), Reservoir Computing",Computer Science; Physics,semantic_scholar,api_search_semantic_scholar.json,0,
c8872ea43678,Quantum Machine Learning for Pattern Recognition in Financial Fraud Detection,Murali Krishna Pasupuleti,2025,International Journal of Academic and Industrial Research Innovations(IJAIRI),10.62311/nesx/rphcrcscrqc1,"Abstract:
Financial fraud detection is a persistent challenge due to the dynamic, adversarial nature of fraudulent activities. This study investigates the potential of Quantum Machine Learning (QML) algorithms for pattern recognition in financial datasets characterized by high dimensionality and imbalance. Quantum Support Vector Machines (QSVM) and Variational Quantum Classifiers (VQC) were trained and tested using the Qiskit platform on a representative fraud dataset. Performance metrics were evaluated against classical benchmarks and analyzed using statistical and regression models. The findings highlight that QML offers meaningful performance enhancements, particularly in F1 score and recall, suggesting its viability for future adoption in financial surveillance systems.

Keywords:
 Quantum Machine Learning, Financial Fraud Detection, Pattern Recognition, Quantum Computing, QSVM, VQC, Predictive Analytics",Computer Science; Physics,semantic_scholar,api_search_semantic_scholar.json,0,
209b60e39ac4,Impact of Quantum Commerce on the Future of Global Business,Dr. Paranav Shankar,2026,International Journal of Scientific Research in Engineering and Management,10.55041/ijsrem56196,"Abstract




The rapid advancement of technology, coupled with the global interconnectivity, has led to the emergence of quantum commerce (Q-commerce) as a significant paradigm shift in the business world. Quantum commerce represents a new form of digital commerce that combines aspects of quantum computing, artificial intelligence (AI), block chain, and next-generation networks. This transformative model promises to revolutionize the way businesses interact with customers, manage data, and optimize operations. The global impact of quantum commerce will be far-reaching, influencing various industries, economic dynamics, and business models. This note explores the key components of quantum commerce, its potential impacts on businesses globally, and the opportunities and challenges it will bring in the coming years.

Key-words: Quantum Computing, Quantum Technology, Business Transformation, AI and Quantum Integration, Data Security, Quantum Cryptography, Supply chain Optimization, Financial Service Innovation, Disruptive Innovation, Global Trade, Digital Ecosystems, Quantum Algorithms, Block chain and Quantum, Market Efficiency, Competitive Advantage Business Intelligence, Automation, Tech Adoption, Cross-border commerce, Cyber security etc.",Business; Computer Science,semantic_scholar,api_search_semantic_scholar.json,0,
75179efb993b,The impact of quantum computing on the stability of the banking sector in the conditions of extraordinary events,Yanina V. Belinska; Yulia Kovalenko,2025,SCIENTIFIC BULLETIN OF POLISSIA,10.25140/2410-9576-2025-1(30)-99-107,"In the modern world, the financial sector faces a wide range of extraordinary events, from market shocks and geopolitical tensions to pandemics and cyberattacks. These diverse challenges significantly impact banks. Recently, particular attention has been drawn to the influence of artificial intelligence (AI) and quantum computing (QC) technologies on the stability of the financial system. This article analyzes the potential areas of impact of quantum technologies on the financial sphere in general and the resilience of financial institutions in particular.It's determined that quantum technologies can simultaneously pose both threats and new opportunities. Specifically, the article analyzes the potential of quantum technologies to break existing cryptographic algorithms that protect the confidential data of financial institutions' clients. This threat is exacerbated by the possibility of ""harvest now, decrypt later"" attacks, where malicious actors intercept data today with the intention of decrypting it in the future. This presents challenges and threats for online/mobile banking, payment operations, and corporate communications. Among the positive impacts of quantum technologies on banking, the article highlights improved financial risk assessment, particularly enhanced accuracy in stress testing, portfolio management, and derivatives pricing, by solving problems inaccessible to classical computing. The potential of quantum machine learning for fraud detection is also noted. Attention is given to the financial sector's response to these challenges. Initiatives for developing quantum-resistant (post-quantum) cryptography are considered as the primary method for mitigating the risks associated with the proliferation of quantum computing, along with new cryptographic protocols and quantum key distribution as a new opportunity to enhance security. The article emphasizes the responsibility of central banks in forming quantum-readiness strategies, including investments in post-quantum cryptography, expertise development, and the adaptation of regulatory frameworks. The conclusion drawn is that although the immediate benefits of quantum technologies may be modest, their long-term transformative potential for the financial sector is immense. 
 ",Computer Science; Business; Economics; Physics,semantic_scholar,api_search_semantic_scholar.json,0,
4ef2eafeedc0,Building Resilient Web 3.0 with Quantum Information Technologies and Blockchain: An Ambilateral View,Xiaoxu Ren; Minrui Xu; D. Niyato; Jiawen Kang; Zehui Xiong; Chao Qiu; Xiaofei Wang,2023,arXiv.org,10.48550/arXiv.2303.13050,"Web 3.0 pursues the establishment of decentralized ecosystems based on blockchain technologies to drive the digital transformation of physical commerce and governance. Through consensus algorithms and smart contracts in blockchain, which are based on cryptography technologies, digital identity, digital asset management, decentralized autonomous organization, and decentralized finance are realized for secure and transparent digital economy services in Web 3.0 for promoting the integration of digital and physical economies. With the rapid realization of quantum devices, Web 3.0 is being developed in parallel with the deployment of quantum cloud computing and quantum Internet. In this regard, quantum computing first disrupts the original cryptographic systems that protect data security while reshaping modern cryptography with the advantages of quantum computing and communication. Therefore, this survey provides a comprehensive overview of blockchain-based Web 3.0 and its quantum and post-quantum enhancement from the ambilateral perspective. On the one hand, some post-quantum migration methods, and anti-quantum signatures offer potential ways to achieve unforgeable security under quantum attack for the internal technologies of blockchain. On the other hand, some quantum/post-quantum encryption and verification algorithms improve the external performance of the blockchain, enabling a decentralized, valuable, secure blockchain system. Finally, we discuss the future directions toward developing a provable secure decentralized digital ecosystem.",Computer Science; Computer Science; Engineering; Physics,semantic_scholar,api_search_semantic_scholar.json,1,
cc3196e053ee,Towards An End-To-End Approach For Quantum Principal Component Analysis,Emanuele Dri; Antonello Aita; Tommaso Fioravanti; Giulia Franco; Edoardo Giusto; Giacomo Ranieri; Davide Corbelletto; B. Montrucchio,2023,International Conference on Quantum Computing and Engineering,10.1109/QCE57702.2023.10175,"Quantum Machine Learning has gained significant attention in recent years as a way to leverage the relationship between quantum information and machine learning. Principal Component Analysis (PCA) is a fundamental technique in machine learning, and the potential for its quantum acceleration has been extensively studied. However, an algorithmic end-to-end implementation remains challenging. This paper covers quantum PCA implementation up to extracting the principal components. We extend existing processes for quantum state tomography to extract the eigenvectors from the output state, addressing the challenges of dealing with complex amplitudes in the case of non-integer eigenvalues. Finally, we apply our implementation to a practical quantum finance use case related to interest rate risk, and present the results of our experiments.",Computer Science; Physics; Computer Science,semantic_scholar,api_search_semantic_scholar.json,0,
4d7d7ab4ed0f,A Multi-Objective Quantum-Inspired Seagull Optimization Algorithm Based on Decomposition for Unmanned Aerial Vehicle Path Planning,Peng Wang; Zhiliang Deng,2022,IEEE Access,10.1109/ACCESS.2022.3215131,"The traditional seagull optimization algorithm cannot handle multi-objective optimization problems, so a multi-objective quantum-inspired seagull optimization algorithm based on decomposition (MOQSOA/D) is proposed. Multi-objective computing and quantum computing are introduced into MOQSOA/D. MOQSOA/D transforms the multi-objective problem into multiple scalar optimization sub-problems, and establishes a dynamic archive and a leadership archive at the same time. The Pareto solution of each sub-problem is stored in a dynamic archive, and the non-dominated Pareto solution is stored in the leader archive. While processing each sub-problem, each seagull is represented by a string of qubits, which is used to calculate the current seagull direction of flight, and a variable angular-distance rotation (VAR) gate is used to change the probability amplitude of the qubits, thereby updating the direction of flight. Penalty-based boundary intersection approach is introduced to determine whether the generated Pareto solution is retained. The proposed algorithm and six different algorithms were tested on 69 indicators, and the results show that the algorithm achieved better results in 40 indicators. In addition, a Unmanned Aerial Vehicle (UAV) path planning model in three-dimensional environment is designed to test the utility of MOQSOA/D, and the algorithm is compared with the other algorithm to demonstrate its effectiveness.",Computer Science; Engineering; Computer Science,semantic_scholar,api_search_semantic_scholar.json,0,
1b7d8c497d7d,A Generalized Quantum Inner Product and Applications to Financial Engineering,Vanio Markov; Charlee Stefanski; A. Rao; Constantin Gonciulea,2022,arXiv.org,,"In this paper we present a canonical quantum computing method to estimate the weighted sum w(k)f(k) of the values taken by a discrete function f and real weights w(k). The canonical aspect of the method comes from relying on a single linear function encoded in the amplitudes of a quantum state, and using register entangling to encode the function f. We further expand this framework by mapping function values to hashes in order to estimate weighted sums w(k)h(f(k)) of hashed function values with real hashes h. This generalization allows the computation of restricted weighted sums such as value at risk, comparators, as well as Lebesgue integrals and partial moments of statistical distributions. We also introduce essential building blocks such as efficient encodings of standardized linear quantum states and normal distributions.",Computer Science; Physics; Computer Science; Business,semantic_scholar,api_search_semantic_scholar.json,1,
bf1f4204b1e6,Quantum advantage of Monte Carlo option pricing,Zoltán Udvarnoki; G. Fáth; N. Fogarasi,2023,Journal of Physics Communications,10.1088/2399-6528/acd2a4,"Quantum computers have the potential to provide quadratic speedup for Monte Carlo methods currently used in various classical applications. In this work, we examine the advantage of quantum computers for financial option pricing with the Monte Carlo method. Systematic and statistical errors are handled in a joint framework, and a relationship to quantum gate error is established. New metrics are introduced for the assessment of quantum advantage based on sample count and optimized error handling. We implement and analyze a Fourier series based approach and demonstrate its benefit over the more traditional rescaling method in function approximation. Our numerical calculations reveal the unpredictable nature of systematic errors, making consistent quantum advantage difficult with current quantum hardware. Our results indicate that very low noise levels, a two-qubit gate error rate below 10−6, are necessary for the quantum method to outperform the classical one, but a low number of logical qubits (ca. 20) may be sufficient to see quantum advantage already.",Physics; Physics; Computer Science,semantic_scholar,api_search_semantic_scholar.json,0,
bf12463fd336,Quantum Entanglement of Financial Data: Visualizing Multi-Dimensional Fraud Pattern Detection in Banking Transactions,Pramod Dattarao Gawande,2025,European journal of computer science and information technology,10.37745/ejcsit.2013/vol13n50116127,"This article explores the transformative potential of quantum computing in financial fraud detection, addressing the limitations of classical systems in combating sophisticated fraud schemes in digital banking environments. The article shows theoretical foundations of quantum machine learning, highlighting how quantum principles like superposition and entanglement enable multi-dimensional pattern recognition in transaction networks. Implementation architectures for hybrid quantum-classical systems are detailed, emphasizing real-time detection capabilities and secure processing workflows that maintain banking confidentiality. Performance analysis demonstrates significant improvements in detection accuracy and processing speed compared to traditional methods, with case studies from major financial institutions validating these advantages in production environments. The article concludes with an examination of regulatory compliance frameworks across jurisdictions and identifies research gaps that must be addressed as the technology matures, providing a comprehensive overview of quantum entanglement applications in visualizing fraud patterns within banking transactions.",Computer Science; Physics; Business,semantic_scholar,api_search_semantic_scholar.json,0,
