paper_id,title,final_decision,primary_topics,secondary_topics,emergent_topics,application_area,method_family,evaluation_type,llm_confidence,llm_rationale,review_status,review_notes
c85b1f95ca15,Non‐Differentiable Leaning of Quantum Circuit Born Machine with Genetic Algorithm,include,"[""quantum_ml_for_finance""]","[""simulation_and_monte_carlo""]",[],FX return modeling and market risk factor generation,variational_or_vqe,simulator,0.9000,This work develops a generative QML model (QCBM) for financial return distributions using a variational circuit trained by a genetic algorithm in simulation.,draft_llm,
4715aa3cb8e4,A Quantum Neural Network for Fraud Detection Using a Data-Driven Priority Entanglement Scheme,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance""]",[],credit-card fraud detection,variational_or_vqe,simulator,0.9000,"The paper uses a variational quantum circuit within a hybrid model for credit-card fraud detection, fitting both the fraud_and_detection and quantum_ml_for_finance topics.",draft_llm,
a326ebb75ee1,Quantum Ensemble Optimisation: Revolutionizing Investment Portfolio Management with QAOA and VQE Integration,include,"[""portfolio_optimization""]","[""optimization_methods""]",[],investment portfolio management,hybrid_unspecified,benchmark_comparison,0.9000,The paper proposes a hybrid QAOA–VQE optimization method for portfolio management and benchmarks it against classical techniques on empirical data.,draft_llm,
924cd91fefd6,Implementing Quantum Machine Learning in Credit Card Fraud Detection,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance""]",[],credit card fraud detection,variational_or_vqe,simulator,0.9000,The paper employs variational quantum machine learning to address credit card fraud detection in a simulated environment.,draft_llm,
920b4d11e624,Hybrid Quantum-Classical Neural Networks for Few-Shot Credit Risk Assessment,include,"[""credit_and_lending""]","[""quantum_ml_for_finance""]",[],few-shot credit risk assessment in inclusive finance,quantum_ml,real_hardware,0.9000,The paper develops a hybrid quantum-classical neural network for credit risk assessment and validates it on both simulators and real superconducting hardware.,draft_llm,
16d418f1da92,A More General Quantum Credit Risk Analysis Framework,include,"[""credit_and_lending""]","[""risk_management""]",[],quantum credit risk analysis with improved systemic factors,amplitude_estimation,real_hardware,0.9000,"The work enhances quantum credit risk analysis algorithms (credit_and_lending, risk_management) using amplitude estimation and validates them on real QPUs.",draft_llm,
c60694a1e2ed,Quantum Machine Learning For Credit Risk: A Next-Generation Approach To Risk Assessment,include,"[""credit_and_lending""]","[""quantum_ml_for_finance""]",[],credit risk assessment in lending,quantum_ml,simulator,0.9000,The paper centers on applying quantum machine learning methods to credit risk modeling in lending.,draft_llm,
d98a7ef46c35,FiD-QAE: A Fidelity-Driven Quantum Autoencoder for Credit Card Fraud Detection,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance""]",[],credit card fraud detection,variational_or_vqe,real_hardware,0.9000,The study develops a variational quantum autoencoder for credit card fraud detection and demonstrates its performance on IBM quantum hardware.,draft_llm,
5c8930702b41,Backtesting quantum computing algorithms for portfolio optimization,include,"[""portfolio_optimization""]","[""benchmarking_and_advantage""]",[],backtesting of portfolio optimization strategies,variational_or_vqe,benchmark_comparison,0.9000,The paper uses the VQE algorithm for portfolio optimization and benchmarks its performance against classical methods on simulators and real quantum hardware.,draft_llm,
442120a782de,Energy Risk Analysis With Dynamic Amplitude Estimation and Piecewise Approximate Quantum Compiling,include,"[""risk_management""]",[],[],energy contract portfolio risk analysis,amplitude_estimation,real_hardware,0.9000,"The paper develops and experimentally demonstrates a dynamic amplitude estimation algorithm to compute risk metrics (expected value, VaR, CVaR) for energy contract portfolios on quantum hardware.",draft_llm,
c950657aa481,Quantum Testing of Recommender Algorithms on GPU-Based Quantum Simulators,include,"[""portfolio_optimization""]","[""optimization_methods""]",[],asset recommendation in portfolio management,qaoa_or_optimization,simulator,0.9000,The paper applies QAOA to an asset recommendation (portfolio optimization) problem and evaluates performance on GPU-based quantum simulators.,draft_llm,
6485d2d0feb7,Black-Litterman Portfolio Optimization with Noisy Intermediate-Scale Quantum Computers,include,"[""portfolio_optimization""]","[""quantum_ml_for_finance"", ""optimization_methods""]",[],Black-Litterman portfolio optimization using NISQ quantum algorithms,variational_or_vqe,simulator,0.9000,The paper applies NISQ variational quantum eigensolver and quantum machine learning within a Black-Litterman portfolio optimization framework.,draft_llm,
0b40a3e55edc,QAMOO: Quantum Approximate Multi-Objective Optimization for Portfolio Management,include,"[""portfolio_optimization""]","[""optimization_methods""]",[],multi-objective portfolio management,qaoa_or_optimization,real_hardware,0.9000,The paper develops a QAOA-based framework for multi-objective portfolio optimization and validates it on IBM quantum hardware.,draft_llm,
2849bbcb864e,Feature Ranking in Credit-Risk with Qudit-Based Networks,include,"[""credit_and_lending""]","[""quantum_ml_for_finance""]",[],credit risk assessment and feature ranking,quantum_ml,benchmark_comparison,0.9000,The paper introduces a quantum neural network applied to credit risk assessment and benchmarks it against classical models for feature interpretability.,draft_llm,
043b5343fb3d,Hybrid Quantum Neural Networks with Amplitude Encoding: Advancing Recovery Rate Predictions,include,"[""credit_and_lending""]","[""quantum_ml_for_finance"", ""forecasting_and_prediction""]",[],recovery rate prediction,quantum_ml,simulator,0.9000,"The paper presents a hybrid quantum machine learning model for forecasting bond recovery rates in credit risk, evaluated via quantum simulators.",draft_llm,
02db829631f9,Quantum Optimization for Portfolio Management in Financial Services Using the Variational Quantum Eigensolver (VQE) Algorithm,include,"[""portfolio_optimization""]","[""optimization_methods""]",[],portfolio management in financial services,variational_or_vqe,benchmark_comparison,0.9000,The paper uses VQE for portfolio optimization and evaluates its performance against classical methods.,draft_llm,
9eb296f23a10,A Modular Engine for Quantum Monte Carlo Integration,include,"[""simulation_and_monte_carlo""]","[""benchmarking_and_advantage""]",[],Quantum Monte Carlo integration for financial instrument evaluation,amplitude_estimation,benchmark_comparison,0.9000,The paper describes a modular quantum Monte Carlo integration engine using amplitude estimation and provides extensive benchmarks focused on financial instrument evaluation.,draft_llm,
f9e5b6ee139d,Quantum Multiple Kernel Learning in Financial Classification Tasks,include,"[""quantum_ml_for_finance""]","[""fraud_and_detection""]",[],"financial binary classification (e.g., fraud detection)",quantum_ml,real_hardware,0.9000,"The paper focuses on quantum kernel learning for financial classification tasks, notably fraud detection, evaluated on both simulators and real quantum hardware.",draft_llm,
deb2ea7baca5,Mixed-Signal Quantum Circuit Design for Option Pricing Using Design Compiler,include,"[""derivative_pricing""]","[""benchmarking_and_advantage""]",[],mixed-signal quantum circuit design for option pricing,other_gate_based,benchmark_comparison,0.9000,The paper designs and benchmarks a quantum circuit specifically for option pricing against an existing implementation.,draft_llm,
c434305b37fb,Quantum Circuit-Based Adaptation for Credit Risk Analysis,include,"[""credit_and_lending""]","[""quantum_ml_for_finance""]",[],credit risk analysis using variational quantum circuits,variational_or_vqe,real_hardware,0.9000,The paper employs hardware-aware variational quantum circuits for modeling distributions in credit risk analysis on real quantum hardware.,draft_llm,
c5fa20e739f7,Improving the trainability of VQE on NISQ computers for solving portfolio optimization using convex interpolation,include,"[""portfolio_optimization""]","[""optimization_methods""]",[],portfolio optimization,variational_or_vqe,real_hardware,0.9000,The paper employs a VQE-based variational algorithm with convex interpolation to solve portfolio optimization and demonstrates results on superconducting hardware.,draft_llm,
3716460f49f0,Quantum algorithms for numerical differentiation of expected values with respect to parameters,include,"[""derivative_pricing""]","[""simulation_and_monte_carlo""]",[],calculation of sensitivities (Greeks) in derivative pricing,amplitude_estimation,analytical,0.9000,"The paper develops quantum amplitude estimation methods to compute parameter derivatives of expected values, focusing on sensitivities in financial derivative pricing.",draft_llm,
3d5ea7697e65,Credit Risk Analysis using Quantum Computers,include,"[""credit_and_lending""]","[""risk_management""]",[],economic capital requirement estimation,amplitude_estimation,simulator,0.9000,The paper develops a quantum amplitude estimation algorithm for credit risk (lending) and evaluates its resource requirements via simulation.,draft_llm,
7e0bccd34042,Quantum Machine Learning methods for Fourier-based distribution estimation with application in option pricing,include,"[""derivative_pricing""]","[""quantum_ml_for_finance""]",[],option pricing via Fourier-based distribution estimation,quantum_ml,simulator,0.9000,The paper develops PQC-based QML methods for option pricing and benchmarks them against quantum amplitude estimation in simulation.,draft_llm,
623597ee0f9c,Dividing quantum circuits for time evolution of stochastic processes by orthogonal series density estimation,include,"[""derivative_pricing""]","[""simulation_and_monte_carlo""]",[],financial derivative pricing,amplitude_estimation,analytical,0.9000,The paper develops an analytical quantum Monte Carlo integration method for derivative pricing with complexity and error analysis.,draft_llm,
a5b68f8e6d90,Financial Fraud Detection: A Comparative Study of Quantum Machine Learning Models,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance""]",[],financial fraud detection,quantum_ml,simulator,0.9000,This study applies and evaluates quantum machine learning models for financial fraud detection using simulated experiments.,draft_llm,
12a26364b038,Evaluating Quantum Amplitude Estimation for Pricing Multi-Asset Basket Options,include,"[""derivative_pricing""]","[""simulation_and_monte_carlo"", ""benchmarking_and_advantage""]",[],Pricing multi-asset basket options,amplitude_estimation,benchmark_comparison,0.9000,The paper applies quantum amplitude estimation to derivative pricing of basket options and benchmarks its performance against classical Monte Carlo and Black–Scholes methods.,draft_llm,
e4ff7159708b,Simulating the non-Hermitian dynamics of financial option pricing with quantum computers,include,"[""derivative_pricing""]","[""simulation_and_monte_carlo""]",[],pricing European options via Black-Scholes PDE,other_gate_based,simulator,0.9000,The paper generalizes QITE to non-Hermitian Hamiltonians to simulate the Black-Scholes PDE for European option pricing on a quantum simulator.,draft_llm,
090ce79070cb,Higher-Order Portfolio Optimization with Quantum Approximate Optimization Algorithm,include,"[""portfolio_optimization""]","[""optimization_methods""]",[],portfolio optimization with higher-order moments,qaoa_or_optimization,benchmark_comparison,0.9000,The paper formulates and evaluates a QAOA-based higher-order portfolio optimization and benchmarks it against a classical baseline.,draft_llm,
c1358ec0f6a6,Quantum Computation for Pricing Caps using the LIBOR Market Model,include,"[""derivative_pricing""]","[""simulation_and_monte_carlo""]",[],pricing interest rate caps using the LIBOR Market Model,amplitude_estimation,simulator,0.9000,The paper uses quantum amplitude estimation in a hybrid approach to price path‐dependent interest rate caps under the LMM via Monte Carlo simulation.,draft_llm,
f570d95b26f4,Feature Ranking in Credit-Risk with Qudit-Based Networks,include,"[""credit_and_lending""]","[""quantum_ml_for_finance""]",[],credit risk assessment with interpretable feature ranking,quantum_ml,simulator,0.9000,"The paper presents a quantum neural network for credit-risk assessment, benchmarking interpretability metrics on simulated data.",draft_llm,
fbec16f60f72,Exponential Improvement on Asian Option Pricing Through Quantum Preconditioning Methods,include,"[""derivative_pricing""]",[],[],Asian option pricing via Black–Scholes PDE,linear_systems_or_hhl,analytical,0.9000,This paper develops a quantum linear‐systems approach to PDE‐based Asian option pricing in the Black–Scholes model with theoretical complexity analysis.,draft_llm,
d8015cdf389e,Classical versus quantum models in machine learning: insights from a finance application,include,"[""quantum_ml_for_finance""]","[""portfolio_optimization""]",[],portfolio optimization with S&P500 time-series data,quantum_ml,simulator,0.9000,The paper compares classical RBMs and quantum circuit Born machines for generative modeling applied to a portfolio optimization finance dataset.,draft_llm,
4b22c753a5a4,The cross-sectional stock return predictions via quantum neural network and tensor network,include,"[""forecasting_and_prediction""]","[""quantum_ml_for_finance""]",[],cross-sectional stock return prediction for portfolio construction,quantum_ml,benchmark_comparison,0.9000,The paper applies quantum neural networks and tensor networks to stock return prediction and benchmarks their performance against classical models.,draft_llm,
fddc282dba6f,Portfolio Construction using a Sampling-Based Variational Quantum Scheme,include,"[""portfolio_optimization""]","[""optimization_methods""]",[],Exchange Traded Fund portfolio construction under CVaR constraints,variational_or_vqe,real_hardware,0.9000,The paper develops and tests a sampling-based CVaR variational quantum algorithm on IBM hardware for portfolio optimization with classical postprocessing.,draft_llm,
40e4c7fdd4ac,Dynamic Portfolio Optimization with Real Datasets Using Quantum Processors and Quantum-Inspired Tensor Networks,include,"[""portfolio_optimization""]","[""optimization_methods""]",[],dynamic portfolio optimization with transaction costs and constraints,variational_or_vqe,benchmark_comparison,0.9000,The paper implements and benchmarks VQE-based quantum and quantum-inspired optimization methods for dynamic portfolio optimization on real financial data and hardware platforms.,draft_llm,
1b7d8c497d7d,A Generalized Quantum Inner Product and Applications to Financial Engineering,include,"[""risk_management""]",[],[],Estimation of weighted sums and risk measures such as value at risk,amplitude_estimation,conceptual_only,0.9000,"Introduces a quantum inner-product method for computing risk metrics like value-at-risk, aligning with risk management and amplitude estimation.",draft_llm,
f93112e0b03a,"Universal Quantum Speedup for Branch-and-Bound, Branch-and-Cut, and Tree-Search Algorithms",include,"[""optimization_methods""]","[""portfolio_optimization""]",[],solving mixed integer programs including portfolio optimization,quantum_walk_or_search,simulator,0.9000,The paper proposes quantum tree-search algorithms for combinatorial optimization and evaluates near-quadratic speedups via simulation on portfolio optimization instances.,draft_llm,
c065a97bd065,Quantum Variational Solving of Nonlinear and Multi-Dimensional Partial Differential Equations,include,"[""derivative_pricing""]",[],[],nonlinear and multi-dimensional PDEs for option pricing,variational_or_vqe,real_hardware,0.9000,The paper generalizes a variational quantum algorithm to solve Black–Scholes PDEs for derivative pricing and demonstrates it on trapped-ion hardware.,draft_llm,
c6d03068fd05,QFNN-FFD: Quantum Federated Neural Network for Financial Fraud Detection,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance""]",[],secure fraud detection in financial transactions,quantum_ml,simulator,0.9000,"The paper proposes a quantum federated neural network for financial fraud detection, leveraging quantum ML and evaluated via simulation.",draft_llm,
5081ec6b6068,Quantum and Classical Machine Learning in Decentralized Finance: Comparative Evidence from Multi-Asset Backtesting of Automated Market Makers,include,"[""trading_and_execution""]","[""quantum_ml_for_finance""]",[],Decentralized Finance Automated Market Makers trading strategies,quantum_ml,simulator,0.9000,The paper evaluates quantum and hybrid machine learning models applied to DeFi AMM trading strategies via backtesting.,draft_llm,
69a4901976a9,Generative Quantum Learning of Joint Probability Distribution Functions,include,"[""quantum_ml_for_finance""]","[""benchmarking_and_advantage""]",[],Generative modeling of copulas for joint probability distributions of financial time series,variational_or_vqe,real_hardware,0.9000,The work develops variational quantum machine learning methods to model financial copulas and demonstrates empirical and theoretical advantage on real hardware.,draft_llm,
01877ad38ab2,Mixed Quantum-Classical Method For Fraud Detection with Quantum Feature Selection,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance""]",[],payment fraud detection in card transactions,quantum_ml,real_hardware,0.9000,The paper applies a QSVM-based quantum machine learning approach for card payment fraud detection using IBM quantum hardware.,draft_llm,
560d9d98e1cf,Quantum Reservoir Computing for Realized Volatility Forecasting,include,"[""forecasting_and_prediction""]","[""quantum_ml_for_finance""]",[],realized volatility forecasting,quantum_ml,benchmark_comparison,0.9000,The paper employs quantum reservoir computing for time‐series forecasting of realized volatility and benchmarks against classical models.,draft_llm,
61102309a95a,Enhancing Quantum Machine Learning Algorithms for Optimized Financial Portfolio Management,include,"[""portfolio_optimization""]","[""quantum_ml_for_finance""]",[],financial portfolio management,quantum_ml,benchmark_comparison,0.9000,The paper advances a quantum SVM for portfolio optimization comparing its performance against other quantum algorithms.,draft_llm,
a052f266d945,Carbon market risk estimation using quantum conditional generative adversarial network and amplitude estimation,include,"[""risk_management""]","[""quantum_ml_for_finance"", ""simulation_and_monte_carlo""]",[],carbon market Value-at-Risk and Conditional Value-at-Risk estimation,amplitude_estimation,simulator,0.9000,"The paper applies a quantum conditional GAN with amplitude estimation to improve VaR/CVaR computation, aligning with risk management and quantum ML in finance using amplitude estimation on a simulator.",draft_llm,
58a29f9f57a7,Hybrid Quantum-Classical Models and Optimization Techniques for Financial Fraud Detection,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance""]",[],financial fraud detection,quantum_ml,simulator,0.9000,The paper develops hybrid quantum-classical machine learning models for fraud detection in finance and evaluates them via simulation.,draft_llm,
8f4819f14c13,Differential evolution VQE for crypto-currency arbitrage. Quantum optimization with many local minima,include,"[""trading_and_execution""]","[""optimization_methods""]",[],crypto-currency arbitrage,variational_or_vqe,real_hardware,0.9000,The paper uses a differential evolution VQE optimizer for crypto-currency arbitrage and demonstrates its performance on IBM real quantum hardware.,draft_llm,
b9bbd2d099f0,"Quantum Binomial Tree, An Effective Method for Probability Distribution Loading for Derivative Pricing",include,"[""derivative_pricing""]","[""simulation_and_monte_carlo""]",[],option pricing under time-dependent volatility using quantum Monte Carlo,amplitude_estimation,simulator,0.9000,Introduces a quantum binomial tree for efficient probability loading in derivative pricing Monte Carlo applications.,draft_llm,
c6422717f546,Enterprise Portfolio Optimization Based on Particle Swarm Optimization and Quantum Approximate Optimization Algorithm,include,"[""portfolio_optimization""]","[""optimization_methods""]",[],enterprise portfolio optimization,qaoa_or_optimization,benchmark_comparison,0.9000,The paper proposes and benchmarks a hybrid QAOA and PSO algorithm specifically for enterprise portfolio optimization.,draft_llm,
5b6f77b75bb0,Hybrid Quantum–Classical Learning Approaches for Scalable Optimization Beyond NISQ Limitations,include,"[""optimization_methods""]","[""portfolio_optimization""]",[],"combinatorial and continuous optimization (logistics routing, portfolio optimization, energy load balancing)",variational_or_vqe,simulator,0.9000,"The paper presents a hybrid variational quantum–classical framework for large-scale combinatorial and continuous optimization, including portfolio optimization, evaluated via NISQ simulations.",draft_llm,
50989fdc9ad1,Statistics-informed parameterized quantum circuit: towards practical quantum state preparation and learning via maximum entropy principle,include,"[""derivative_pricing"", ""risk_management""]","[""quantum_ml_for_finance""]",[],quantum state preparation for derivative pricing and online risk analysis,variational_or_vqe,simulator,0.9000,The paper presents a variational PQC subroutine applied to financial derivative pricing and online risk analysis in simulation.,draft_llm,
8d89573f79ab,Quantum computation for pricing the collateralized debt obligations,include,"[""derivative_pricing""]","[""simulation_and_monte_carlo""]",[],pricing structured credit derivatives (CDOs),amplitude_estimation,simulator,0.9000,"The paper uses quantum amplitude estimation to price CDOs, replacing Monte Carlo simulation for structured credit derivatives.",draft_llm,
73354a077283,Classification of Financial Data Using Quantum Support Vector Machine,include,"[""quantum_ml_for_finance""]","[""forecasting_and_prediction""]",[],classification of Dhaka Stock Exchange Broad Index movements,quantum_ml,simulator,0.9000,The paper applies quantum support vector machines for classifying financial time-series data using a simulator-based evaluation.,draft_llm,
1b74322cf6a1,On Quantum BSDE Solver for High-Dimensional Parabolic PDEs,include,"[""derivative_pricing""]","[""quantum_ml_for_finance"", ""simulation_and_monte_carlo"", ""optimization_methods""]",[],BSDE-based PDE solver for high-dimensional option pricing,variational_or_vqe,simulator,0.9000,The paper develops a pure VQC-based BSDE solver for Black–Scholes and HJB PDEs focusing on derivative pricing with Monte Carlo benchmarking on a simulator.,draft_llm,
ed0de8d44eff,Quantum Thinking in Finance,include,"[""portfolio_optimization""]","[""optimization_methods""]",[],portfolio optimization incorporating game theory for investment funds,qaoa_or_optimization,simulator,0.9000,The paper proposes a hybrid QAOA algorithm enhanced with game theory for portfolio optimization and compares simulation results to classical strategies.,draft_llm,
9781ec456ae3,Quantum-Enhanced Generative Models for Rare Event Prediction,include,"[""quantum_ml_for_finance""]","[""forecasting_and_prediction""]",[],"rare-event modeling across finance, climate, and biology",quantum_ml,simulator,0.9000,"The paper develops a hybrid quantum-classical generative model for rare-event prediction, fitting the quantum ML for finance and forecasting themes and evaluated on simulators.",draft_llm,
cab849abe702,Diagram-to-Circuit QNLP for Financial Sentiment Analysis,include,"[""quantum_ml_for_finance""]",[],[],financial sentiment analysis,hybrid_unspecified,simulator,0.9000,The work develops a hybrid quantum-NLP model for sentiment classification of financial texts using classical simulations.,draft_llm,
f55fea197b67,Comparative analysis of loan risk forecasting using quantum machine learning and classical machine learning models,include,"[""credit_and_lending""]","[""forecasting_and_prediction"", ""quantum_ml_for_finance""]",[],loan default prediction,quantum_ml,simulator,0.9000,The study applies QSVM-based quantum machine learning to forecast loan default risk in a credit and lending context using simulated data.,draft_llm,
26d9ab80fc82,Research on Financial Stock Market Prediction Based on the Hidden Quantum Markov Model,include,"[""forecasting_and_prediction""]","[""quantum_ml_for_finance""]",[],stock market forecasting,quantum_ml,simulator,0.9000,The paper develops a hybrid quantum machine learning model for stock market prediction evaluated through simulation.,draft_llm,
955dd8044889,Quantum Finance: a tutorial on quantum computing applied to the financial market,include,"[""portfolio_optimization""]","[""optimization_methods""]",[],portfolio optimization on Brazilian stock exchange,qaoa_or_optimization,simulator,0.9000,The paper focuses on applying QAOA for portfolio optimization and evaluates solution quality using a quantum simulator.,draft_llm,
6cc92982a581,Unsupervised Quantum Anomaly Detection on Noisy Quantum Processors,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance""]",[],anomaly detection in financial datasets,quantum_ml,real_hardware,0.9000,This paper applies quantum machine learning via projected quantum kernels for anomaly detection on financial data and validates on real quantum processors.,draft_llm,
5f3cabc4cfc6,An introduction to financial option pricing on a qudit-based quantum computer,include,"[""derivative_pricing""]",[],[],European option pricing on a qudit-based quantum computer,amplitude_estimation,simulator,0.9000,The paper presents a qudit-based amplitude estimation algorithm for European option pricing and validates it through numerical simulations.,draft_llm,
c945ded90aa0,Efficient option pricing with unary-based photonic computing chip and generative adversarial learning,include,"[""derivative_pricing""]","[""simulation_and_monte_carlo"", ""quantum_ml_for_finance""]",[],European option pricing on a photonic quantum processor,amplitude_estimation,conceptual_only,0.9000,"The paper applies quantum amplitude estimation for European option pricing, embedding a GAN for distribution loading on a photonic chip.",draft_llm,
c7c7d7851588,Fermionic Quantum Approximate Optimization Algorithm,include,"[""portfolio_optimization""]","[""optimization_methods""]",[],portfolio optimization with constraints,qaoa_or_optimization,simulator,0.9000,The paper introduces a constrained QAOA variant for portfolio optimization and evaluates its performance through numerical simulation.,draft_llm,
52d4de91b1d0,Quantum neural network benchmarking: Time series predictions with finance forecasting as a use case,include,"[""forecasting_and_prediction""]","[""benchmarking_and_advantage"", ""quantum_ml_for_finance""]",[],financial time series forecasting,quantum_ml,benchmark_comparison,0.9000,"The study benchmarks parametrized quantum circuits for financial time series forecasting, aligning with both forecasting and benchmarking themes in quantum ML.",draft_llm,
c923ebc5e1dc,Approximate complex amplitude encoding algorithm and its application to data classification problems,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance""]",[],credit card fraud detection using quantum classification,variational_or_vqe,simulator,0.9000,Implements a variational quantum amplitude encoding algorithm for classification applied to credit card fraud detection.,draft_llm,
5df5e7a67f88,Coherent Feed Forward Quantum Neural Network,include,"[""quantum_ml_for_finance""]","[""fraud_and_detection""]",[],credit card fraud detection,quantum_ml,benchmark_comparison,0.9000,"The paper develops a coherent feed-forward QNN and applies it to credit card fraud detection, comparing its performance against existing QNN methods.",draft_llm,
c88af75b0b9f,Unsupervised Quantum Anomaly Detection on Noisy Quantum Processors,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance""]",[],anomaly detection in financial datasets,quantum_ml,real_hardware,0.9000,The work applies quantum-enhanced one-class SVMs with projected quantum kernels to detect anomalies in financial data and validates results on real quantum processors.,draft_llm,
3a533a166c84,Quantum Portfolio Optimization: An Extensive Benchmark,include,"[""portfolio_optimization""]","[""benchmarking_and_advantage"", ""optimization_methods""]",[],portfolio optimization using quantum algorithms,qaoa_or_optimization,benchmark_comparison,0.9000,The paper benchmarks quantum optimization approaches against classical methods for portfolio optimization.,draft_llm,
e6ece474516c,Warm-starting quantum optimization,include,"[""optimization_methods""]","[""portfolio_optimization""]",[],warm-starting QAOA for portfolio optimization and max-cut problems,qaoa_or_optimization,simulator,0.9000,"The paper focuses on warm-start strategies for quantum optimization (QAOA) with a portfolio optimization example, evaluated via simulation.",draft_llm,
ddd77f0637f4,Quantum generative modeling for financial time series with temporal correlations,include,"[""quantum_ml_for_finance""]",[],[],synthetic financial time series generation,quantum_ml,simulator,0.9000,"The paper develops and evaluates quantum generative adversarial networks for financial time series, fitting squarely under quantum_ml_for_finance with simulation-based evaluation.",draft_llm,
e667225d4f3c,ADVANCING FINANCIAL PREDICTION THROUGH QUANTUM MACHINE LEARNING,include,"[""forecasting_and_prediction""]","[""quantum_ml_for_finance""]",[],financial time-series prediction and asset price classification,quantum_ml,benchmark_comparison,0.9000,The paper applies quantum machine learning methods to financial forecasting and benchmarks them against classical models.,draft_llm,
9be7c1fe15c2,Advancing Stock Price Prediction and Algorithmic Trading: Quantum Machine Learning for High-Frequency Optimization,include,"[""quantum_ml_for_finance"", ""forecasting_and_prediction""]","[""trading_and_execution""]",[],high-frequency stock price prediction and algorithmic trading,quantum_ml,conceptual_only,0.9000,The paper focuses on hybrid quantum machine learning methods (QNNs) for real-time stock prediction and high-frequency trading optimization.,draft_llm,
3745da394b88,Efficient and Flexible Annealer-Gate Hybrid Model for Solving Large-Scale Portfolio Optimization,include,"[""portfolio_optimization""]","[""optimization_methods""]",[],large-scale portfolio optimization using hybrid annealer-gate quantum computing,hybrid_unspecified,simulator,0.9000,The paper introduces a hybrid annealer-gate algorithm to solve large-scale portfolio optimization and evaluates it on simulators.,draft_llm,
291abba8a19e,QuanFraud: Quantum State Verification Scheme for Fraud Detection in IoT-Assisted Quantum-Blockchain Networks,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance""]",[],Fraud detection in IoT-assisted quantum-blockchain finance,quantum_ml,simulator,0.9000,"The paper proposes a quantum state verification and QSVC-based protocol for fraud detection in an IoT-blockchain finance setting, evaluated via simulation on a financial dataset.",draft_llm,
394db2cbf8da,Quantum Approximate Optimization Algorithm for Portfolio Selection: A Comparative Study with Classical Markowitz Optimization,include,"[""portfolio_optimization""]","[""optimization_methods"", ""benchmarking_and_advantage""]",[],portfolio selection,qaoa_or_optimization,benchmark_comparison,0.9000,The paper applies QAOA to portfolio selection and benchmarks it against classical Markowitz optimization.,draft_llm,
9f2d4ce48167,Financial fraud detection with entropy quantum optimization versus classical machine learning,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance"", ""benchmarking_and_advantage""]",[],financial fraud detection,quantum_ml,benchmark_comparison,0.9000,This work applies a quantum machine learning optimization algorithm to fraud detection and benchmarks its performance against a classical model on real hardware.,draft_llm,
1696f0ac9e8f,Connecting Quantum Computing with Classical Stochastic Simulation,include,"[""simulation_and_monte_carlo""]",[],[],Monte Carlo-based financial model simulation,amplitude_estimation,simulator,0.9000,The tutorial centers on quantum Monte Carlo integration methods using amplitude estimation applied to financial simulations.,draft_llm,
7f09d7df1f04,Quantum Classical Ridgelet Neural Network For Time Series Model,include,"[""forecasting_and_prediction""]","[""quantum_ml_for_finance""]",[],financial time series forecasting,quantum_ml,simulator,0.9000,The paper develops a quantum-enhanced neural network for financial time series forecasting and evaluates its performance via simulation.,draft_llm,
b9793b3d8619,Integrated Photonic Computing Chip For Unary-Based Option Pricing,include,"[""derivative_pricing""]","[""simulation_and_monte_carlo""]",[],Unary-based European option pricing on photonic chip,amplitude_estimation,real_hardware,0.9000,The paper demonstrates a photonic hardware implementation using quantum amplitude estimation for European option pricing.,draft_llm,
6257d900d3ef,Hybrid Quantum Classical Model for Enhanced Cross Border Financial Fraud Detection,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance""]",[],cross-border financial transaction fraud detection,quantum_ml,simulator,0.9000,The paper develops and evaluates a hybrid quantum-classical SVM model for detecting cross-border financial fraud using quantum machine learning.,draft_llm,
1c4934de7d9a,The Application of Quantum Approximation Optimization Algorithm in Portfolio Optimization,include,"[""portfolio_optimization""]","[""optimization_methods""]",[],portfolio optimization with QAOA,qaoa_or_optimization,simulator,0.9000,"The paper applies the Quantum Approximate Optimization Algorithm specifically to portfolio optimization, evaluated via simulation.",draft_llm,
b94d98f5a637,A Quantum Walk Model of Financial Options,include,"[""derivative_pricing""]",[],[],quantum walk-based option pricing model,quantum_walk_or_search,conceptual_only,0.9000,The paper develops a quantum walk model specifically for option pricing and remains at a conceptual modeling level.,draft_llm,
6efef91ff33f,Quantum computing reduces systemic risk in financial networks,include,"[""risk_management""]","[""optimization_methods""]",[],systemic risk mitigation in financial networks,qaoa_or_optimization,benchmark_comparison,0.9000,This paper develops and benchmarks quantum and classical partitioning optimization algorithms to reduce systemic risk in financial networks.,draft_llm,
