paper_id,title,human_decision,ai_decision,ai_confidence,discrepancy_type,re_review_decision,notes
082de7b377fe,Advances in Quantum Engineering: Harnessing Quantum Phenomena for Practical Applications,exclude,exclude,0.8300,agree_exclude,exclude,auto: both agree exclude
e66fe6835f86,Independent e- and m-anyon confinement in the parallel field toric code on non-square lattices,exclude,exclude,0.9400,agree_exclude,exclude,auto: both agree exclude
b6b818970241,&lt;div&gt; &lt;span&gt;The Role of Quantum Cryptography in Enhancing Cybersecurity.&lt;/span&gt;&lt;/div&gt;,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
596d3496c56c,Unleashing the Potential of LLMs for Quantum Computing: A Study in Quantum Architecture Design,include,include,0.8500,agree_include,include,auto: both agree include
b9898808569b,Empirical Evaluation of Quantum Kernel Learning for Sector Rotation Prediction: Using Fama–French 10 Industry Portfolios,include,include,0.9300,agree_include,include,auto: both agree include
30c35313cb34,"Quantum computing in financial portfolio optimization: Case-based insights into efficiency, risk management, and market impact",include,include,0.0000,agree_include,include,auto: both agree include
479accacf668,Paradigm shift in management philosophy: Future challenges in global organizations,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
e0ec33ae98ec,Quantum Computing and Portfolio Optimization in Finance Services,exclude,exclude,0.7800,agree_exclude,exclude,auto: both agree exclude
6e722ac4e566,Quantum Cryptography in the Dark-Net: Enhancing Secure and Ethical Communication through Quantum Key Distribution,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
8fb7c0d106fd,Quantum Computing for Financial Mathematics,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
85e64297faa1,A perspective on quantum Fintech,exclude,exclude,0.6000,agree_exclude,exclude,auto: both agree exclude
980d054544f5,Model Analysis and Application of Quantum Computers in Credit Scoring Card Combination Optimization,include,exclude,0.9500,human_only,include,"auto: human include confirmed (AI conf=0.95, reason=EX-PARADIGM)"
0461a0d0b4d6,Quantum Computing Applications Across Industrial Sectors,exclude,exclude,0.8500,agree_exclude,exclude,auto: both agree exclude
f1b396591a6b,Data-Driven Risk Management in U.S. Financial Institutions: A Business Analytics Perspective on Process Optimization,exclude,exclude,0.8500,agree_exclude,exclude,auto: both agree exclude
045306ad1a16,CVaR-Based Variational Quantum Optimization for User Association in Handoff-Aware Vehicular Networks,include,exclude,0.9400,human_only,include,"auto: human include confirmed (AI conf=0.94, reason=EX-NONFIN)"
facfbb52d1c8,Quantum-Enhanced Travel Procurement: Hybrid Quantum–Classical Optimization for Enterprise Travel Management,exclude,exclude,0.8600,agree_exclude,exclude,auto: both agree exclude
c35d151f577f,Cryptographic Defense Against Quantum Computer Attacks: A Scoping Review,exclude,exclude,0.8000,agree_exclude,exclude,auto: both agree exclude
ecd17525083d,Quantum Approximate Optimization Algorithm for Large-Scale Portfolio Selection with Multi-Factor Constraints,include,include,0.8800,agree_include,include,auto: both agree include
0cfd33edfd1a,Empowering Credit Scoring Systems with Quantum-Enhanced Machine Learning,include,include,0.8500,agree_include,include,auto: both agree include
1acca3918657,COMPARISON OF CLASSICAL AND QUANTUM COMPUTING FOR PARTICLE SWARM OPTIMIZATION,exclude,exclude,0.8500,agree_exclude,exclude,auto: both agree exclude
c94689635e69,The Future of Market Predictions,exclude,exclude,0.8200,agree_exclude,exclude,auto: both agree exclude
e3d461b460af,AI-Augmented Business Intelligence: A New Framework For Enterprise Decision Systems,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
d472e0edbc09,Ethical challenges in artificial intelligence-driven healthcare systems,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
36432eaf1f31,Characterizing asymmetric and bimodal long-term financial return distributions through quantum walks,include,include,0.7800,agree_include,include,auto: both agree include
75d6acf76068,ML-Driven Quantum Portfolio Optimization: Hybrid CNN-LSTM Architecture with Adaptive Zero-Noise Extrapolation on NISQ Devices,include,include,0.9000,agree_include,include,auto: both agree include
76e1fed0f064,A Strategic Innovations for Stock Market Optimization by Using Data Science &amp; Explainable AI in High Frequency Trading,exclude,exclude,0.8600,agree_exclude,exclude,auto: both agree exclude
5d557f03646f,From Graphs to Qubits: A Critical Review of Quantum Graph Neural Networks,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
51c9861f1ba4,Quantum-Secured Blockchains: Challenges and Opportunities in a Post-quantum World,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
c91a2002db67,Quantum King-Ring Domination in Chess: A QAOA Approach,include,exclude,0.9500,human_only,include,"auto: human include confirmed (AI conf=0.95, reason=EX-NONFIN)"
9e29b5ca3619,Functional Neural Wavefunction Optimization,include,exclude,0.9500,human_only,exclude,"auto: non-finance topic, no finance terms (EX-NONFIN)"
e0da2160fe63,Time-domain-multiplexed Gaussian Boson sampling for graph problems in finance,include,exclude,0.9200,human_only,include,"auto: human include confirmed (AI conf=0.92, reason=EX-PARADIGM)"
6cb502a2896a,Continuous Variables Quantum Algorithm for Solving Ordinary Differential Equations,include,exclude,0.8500,human_only,include,"auto: human include confirmed (AI conf=0.85, reason=EX-NONFIN)"
b9713bab8200,Data re-uploading in Quantum Machine Learning for time series: application to traffic forecasting,include,exclude,0.9300,human_only,include,"auto: human include confirmed (AI conf=0.93, reason=EX-NONFIN)"
1492bde52c74,Existential security and the governance challenge: Confronting the antinomies of securitisation,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
ef1b792b3dae,"ADVANCING ARTIFICIAL INTELLIGENCE: AN IN-DEPTH LOOK AT MACHINE LEARNING AND DEEP LEARNING ARCHITECTURES, METHODOLOGIES, APPLICATIONS, AND FUTURE TRENDS",exclude,exclude,0.8200,agree_exclude,exclude,auto: both agree exclude
33c98864bcc9,Variational Quantum Algorithms in Finance,exclude,exclude,0.8500,agree_exclude,exclude,auto: both agree exclude
64ed184f01cc,The Art of Quantum Computing for Finance: Brief Overview and Prospects,exclude,exclude,0.7800,agree_exclude,exclude,auto: both agree exclude
f626111b5d1f,Blockchain Technologies and Media Transformation,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
52c140372850,A versatile coherent Ising computing platform,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
f52ccbadc200,Quantum Programming on Azure Quantum—An Open Source Tool for Quantum Developers,exclude,exclude,0.7800,agree_exclude,exclude,auto: both agree exclude
3a29804a0fc1,Publishing academic books in emerging fields: Strategies for success and overcoming challenges,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
09e2c46b4fd5,Artificial Intelligence in Investment and Wealth Management,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
96f1db90430b,DECENTRALISED FINANCED: BLOCKCHAIN SECURITY,exclude,exclude,0.8800,agree_exclude,exclude,auto: both agree exclude
25f81312b76c,ФІНАНСОВІ ПОСЕРЕДНИКИ: СУЧАСНІ ТРЕНДИ ТА ВИКЛИКИ,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
c408224c2f59,QFDNN: A Resource-Efficient Variational Quantum Feature Deep Neural Networks for Fraud Detection and Loan Prediction,include,include,0.9000,agree_include,include,auto: both agree include
cd5dc35d5f39,Fraud detection in credit card transactions using Quantum-Assisted Restricted Boltzmann Machines,include,exclude,0.8500,human_only,include,"auto: human include confirmed (AI conf=0.85, reason=EX-PARADIGM)"
fddc282dba6f,Portfolio Construction using a Sampling-Based Variational Quantum Scheme,include,include,0.9500,agree_include,include,auto: both agree include
341ebe678bcf,"Trend of Paradigm for integrating Blockchain, Artificial Intelligence, Quantum Computing, and Internet of Things",exclude,exclude,0.8500,agree_exclude,exclude,auto: both agree exclude
0f653c8125d6,Simple Hamiltonian dynamics is a powerful quantum processing resource,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
a9fb068595f2,Call Option Pricing Using Quantum Amplitude Estimation: A Comparative Study with Monte Carlo Simulation,include,include,0.9500,agree_include,include,auto: both agree include
c44a5eb1ea97,Quantum-accelerated multilevel Monte Carlo methods for stochastic differential equations in mathematical finance,include,include,0.9000,agree_include,include,auto: both agree include
4b8c96036021,Harnessing Quantum Computers for Efficient Optimization in Chemical Engineering,exclude,exclude,0.9300,agree_exclude,exclude,auto: both agree exclude
df75588a0f00,QAOA-in-QAOA: Solving Large-Scale MaxCut Problems on Small Quantum Machines,include,exclude,0.9000,human_only,include,"auto: human include confirmed (AI conf=0.90, reason=EX-NONFIN)"
311bac170c43,Application of Quantum Computing in Optimization Problems,include,exclude,0.7600,human_only,include,"auto: human include confirmed (AI conf=0.76, reason=EX-NOMETHOD)"
c8047c2ddfb9,Applications of Certified Randomness,exclude,exclude,0.8600,agree_exclude,exclude,auto: both agree exclude
15d865961c0b,Quantum Computers—Real‐World Applications and Challenges,exclude,exclude,0.7800,agree_exclude,exclude,auto: both agree exclude
89b56ad51ea1,Enhancing quantum computations with the synergy of auxiliary field quantum Monte Carlo and computational basis tomography,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
6eb61c248ea7,Decoherence in adiabatic quantum computation,include,exclude,0.9500,human_only,include,"auto: human include confirmed (AI conf=0.95, reason=EX-NONFIN)"
d3b69359c2c4,AI-Driven Frameworks for Unsupervised Fraud Detection in Banking Cybersecurity,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
09bb55cd5c9c,Leveraging big data analytics for market forecasting and investment strategy in digital Finance,exclude,exclude,0.9300,agree_exclude,exclude,auto: both agree exclude
a58363b0d404,Challenges and Opportunities in Quantum Optimization,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
1a5255326c15,Quantum-Assisted Refinement of AlphaFold Protein Structures,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
4e3a86adf293,Quantum Cybersecurity Technologies in Banking and Finance,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
685e76bf45ae,"Implementing the Quantum Approximate Optimization Algorithms for QUBO problems Across Quantum Hardware Platforms: Performance Analysis, Challenges, and Strategies",include,include,0.9200,agree_include,include,auto: both agree include
d255ff5edaae,Toward quantum advantage: Quantum variational algorithms for NP-hard approximations,include,exclude,0.8600,human_only,include,"auto: human include confirmed (AI conf=0.86, reason=EX-NONFIN)"
30c35313cb34,"Quantum computing in financial portfolio optimization: Case-based insights into efficiency, risk management, and market impact",exclude,include,0.0000,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.00)
33740c1004f2,Decentralized Quantum Networks: Blockchain Protocols for Quantum Communication Infrastructure,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
0422adbbe881,Quantum Finance and Structural Transformation of Less Developed Countries,exclude,exclude,0.7200,agree_exclude,exclude,auto: both agree exclude
43796e9e8bcd,Photonic integrated circuits for scalable and high-fidelity quantum computing and networking,exclude,exclude,0.8600,agree_exclude,exclude,auto: both agree exclude
e2976806d26c,Enhancing African market predictions: Integrating quantum computing with Echo State Networks,include,include,0.7800,agree_include,include,auto: both agree include
183eee816106,Interacting boson problems are QMA-hard,include,exclude,0.9500,human_only,include,"auto: human include confirmed (AI conf=0.95, reason=EX-NONFIN)"
a3f27d44e6cf,Analysis of Hessian Scaling for Local and Global Costs in Variational Quantum Algorithm,include,exclude,0.9500,human_only,include,"auto: human include confirmed (AI conf=0.95, reason=EX-NONFIN)"
496f1d62439a,Performance Optimization of Quantum Computing Applications using D Wave Two Quantum Computer,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
473d4881d50c,Conceptual approaches to bank cybersecurity,exclude,exclude,0.8800,agree_exclude,exclude,auto: both agree exclude
a603e283e0cf,Empowering Sustainable Finance Through Education and Awareness: Fostering Responsible AI and Quantum Computing Usage for Enhanced ESG Analysis,include,exclude,0.8000,human_only,include,"auto: human include confirmed (AI conf=0.80, reason=EX-NOMETHOD)"
5d0b65cd054b,Quantum Finance: Exploring the Implications of Quantum Computing on Financial Models,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
507c3e51718f,The Impact of Quantum Computing on Financial Risk Management: A Business Perspective,exclude,exclude,0.8500,agree_exclude,exclude,auto: both agree exclude
5f3cabc4cfc6,An introduction to financial option pricing on a qudit-based quantum computer,include,include,0.9200,agree_include,include,auto: both agree include
b28e4aff9e6f,The maximum-likelihood quantum amplitude estimation algorithm provides the best tradeoff between accuracy and circuit depth among quantum solutions for integral estimation,include,include,0.7800,agree_include,include,auto: both agree include
b8057faa8a23,Exponentially Improved Constant in Quantum Solution Extraction,exclude,include,0.6300,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.63)
64bdec61d4fd,Quantum Portfolio Rebalancing Algorithm (QPRA): An Integrating Quantum Computing and AI for Dynamic Portfolio Optimization,include,exclude,0.8000,human_only,include,"auto: human include confirmed (AI conf=0.80, reason=EX-TOOSHORT)"
631717352091,Monte-Carlo Option Pricing in Quantum Parallel,include,include,0.8500,agree_include,include,auto: both agree include
65fb44075905,Quantum Computing Models for Financial Analysis,exclude,exclude,0.8000,agree_exclude,exclude,auto: both agree exclude
287318a3a2ad,Algorithmic methods of event-based predictive quality control of complex data processing systems: integration of system analysis and computational modeling,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
c5be56f465b7,QUANTUM COMPUTING: A REVOLUTION IN BUSINESS AND A STEP INTO THE FUTURE,exclude,exclude,0.8200,agree_exclude,exclude,auto: both agree exclude
a2b747cae698,Quantum Heavy-tailed Bandits,include,exclude,0.9200,human_only,include,"auto: human include confirmed (AI conf=0.92, reason=EX-NONFIN)"
0605d83e5e91,Quantum algorithms: A survey of applications and end-to-end complexities,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
cb7047eb4b01,Deterministic Commutative Normalization Achieves z-diff→0: A Comparative Analysis of SlimeLearning and VAE-based Disentanglement,include,exclude,0.9400,human_only,include,"auto: human include confirmed (AI conf=0.94, reason=EX-NONFIN)"
0d70169cb87f,A Comparative Study of Classical and Quantum Machine Learning for Large-Scale Financial Forecasting,include,include,0.8500,agree_include,include,auto: both agree include
9ee4aaf0f745,Quantum advantage for multi-option portfolio pricing and valuation adjustments,include,include,0.6000,agree_include,include,auto: both agree include
308424f4173d,"A Review on the Advances, Applications, and Future Prospects of Post-Quantum Cryptography in Blockchain and IoT",exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
75535e40a942,"Tranverse Ising Model, Glass and Quantum Annealing",exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
e13c1293dd99,Predicting Stock Market Volatility and Market Crash Using Deep Learning Methods,include,exclude,0.9000,human_only,include,"auto: human include confirmed (AI conf=0.90, reason=EX-OTHER)"
ed24b1673f9a,A Cognitive View of the Cosmos and the Universal Grammar,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
ed111831958f,Quantum algorithm for calculating risk contributions in a credit portfolio,include,include,0.9000,agree_include,include,auto: both agree include
aec9319e6bc0,"AI-driven strategic decision-making on innovation: Scalable, ethical approaches and ai agents for startups",exclude,exclude,0.8600,agree_exclude,exclude,auto: both agree exclude
0ae4e245375c,Multi-Modal AI Systems for Personalized Financial Planning,exclude,exclude,0.8600,agree_exclude,exclude,auto: both agree exclude
63b9f8acba89,Quantum Literacy in Secondary Education: Teacher Readiness and Implications for Professional Development,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
2d5f94dd1c2e,AI IN DRUG DISCOVERY,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
954608913b5d,Constrained Optimization via Quantum Zeno Dynamics,include,include,0.9200,agree_include,include,auto: both agree include
f7c4e688a81c,SUSTAINABLE AI: STRATEGIES TO REDUCE THE ENVIRONMENTAL FOOTPRINTS OF AI,exclude,exclude,0.8600,agree_exclude,exclude,auto: both agree exclude
1f8bcb9fc16e,Continual Quantum Architecture Search with Tensor-Train Encoding: Theory and Applications to Signal Processing,include,include,0.9200,agree_include,include,auto: both agree include
0f11a1270ecb,Optimization of credit scoring models combination based on quantum annealing,exclude,exclude,0.9400,agree_exclude,exclude,auto: both agree exclude
d93774a0f763,Generalized Lanczos Algorithm for Variational Quantum Monte Carlo,include,exclude,0.8800,human_only,include,"auto: human include confirmed (AI conf=0.88, reason=EX-NONFIN)"
f02939adf369,Power Law Amplitude Estimation for Option Pricing with NISQ Devices,include,include,0.9200,agree_include,include,auto: both agree include
26d9ab80fc82,Research on Financial Stock Market Prediction Based on the Hidden Quantum Markov Model,include,include,0.7500,agree_include,include,auto: both agree include
389cd1392f94,Post-Quantum Cryptography: Securing AI Systems against Quantum Threats,exclude,exclude,0.9300,agree_exclude,exclude,auto: both agree exclude
20b87836c550,Quantum Computing for Real-World Solutions: Optimizing Complex Problems in the Digital Era,exclude,include,0.6500,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.65)
9bd567c50aea,Quantum machine intelligence,exclude,exclude,0.7800,agree_exclude,exclude,auto: both agree exclude
302a0d345cee,A Soil Scientist Goes to Washington: Navigating the Path to National Science Leadership,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
374f88893a40,Every Classical Sampling Circuit is a Quantum Sampling Circuit,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
dc2662e424c1,"An Extended Epistemic Framework Beyond Probability for Quantum Information Processing with Applications in Security, Artificial Intelligence, and Financial Computing",exclude,include,0.6000,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.60)
191bd4e2531b,Applications of Quantum Computing:A Review of Current and Emerging Use Cases,exclude,exclude,0.9300,agree_exclude,exclude,auto: both agree exclude
896afed26e0b,NTRU-MCF: A Chaos-Enhanced Multidimensional Lattice Signature Scheme for Post-Quantum Cryptography,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
89a54b4268bd,qaoa_portfolio_optimization.py — QAOA Benchmark for Cardinality-Constrained Portfolio Selection,include,include,0.8600,agree_include,include,auto: both agree include
09c9e8935e0a,Block-encoding-based quantum algorithm for linear systems with displacement structures,exclude,exclude,0.8500,agree_exclude,exclude,auto: both agree exclude
933cb882d120,Evaluating Effects of Augmented SELFIES for Molecular Understanding Using QK-LSTM,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
18576953500c,European Quantum Ecosystems -- Preparing the Industry for the Quantum Security and Communications Revolution,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
f21e0267d157,Smart grids and renewable energy integration: challenges and technological advancements,exclude,exclude,0.9400,agree_exclude,exclude,auto: both agree exclude
e9714cc0bcd1,Post-quantum anonymous authentication for Web3: a lattice-based decentralized linkable anonymous credential scheme,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
4bd6287860da,"The role of AI in automating enterprise payments: Enhancing speed, accuracy, and security",exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
44f913a87112,From Economics to AI: Integrating Discretionary and Quantitative Approaches in Asset Management,exclude,include,0.2000,ai_rescue,exclude,auto: low scope match - human exclude confirmed (conf=0.20)
ed111831958f,Quantum algorithm for calculating risk contributions in a credit portfolio,include,include,0.9000,agree_include,include,auto: both agree include
2b18608f6860,Mixed-Signal Quantum Circuit Design for Option Pricing Using Design Compiler,include,include,0.8800,agree_include,include,auto: both agree include
c0fc8b113e0f,Opportunities and Challenges for Data Quality in the Era of Quantum Computing,include,include,0.8800,agree_include,include,auto: both agree include
349c85ac46df,Efficient Hamiltonian simulation for solving option price dynamics,include,include,0.9000,agree_include,include,auto: both agree include
2696bd237191,A Comprehensive Survey on Quantum Machine Learning Algorithms for Fraud Detection in Financial Sectors,exclude,exclude,0.8800,agree_exclude,exclude,auto: both agree exclude
5daee71fb5e1,Artificial Intelligence in Financial Markets: Enhancing Risk Assessment and Decision-Making in Stockbrokering and Banking,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
f5f1ac805656,Quantum Machine Learning: A Primer,exclude,exclude,0.6000,agree_exclude,exclude,auto: both agree exclude
f95baa9af311,"25th International Conference on Business Information Systems, BIS 2025",exclude,exclude,0.8000,agree_exclude,exclude,auto: both agree exclude
5e497f8dc518,Theory of Quantum Annealing of an Ising Spin Glass,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
1d44742c9e15,Pricing multi-asset derivatives by variational quantum algorithms,include,include,0.9500,agree_include,include,auto: both agree include
4ac8bda8dfe0,Leveraging Quantum Computing to Combat Bot Attacks in the Banking Sector: Adoption Challenges and Opportunities,exclude,exclude,0.6000,agree_exclude,exclude,auto: both agree exclude
514c56afa52d,"Research on the application of ""quantum computing + dynamic face recognition"" in bank personal business",exclude,exclude,0.7800,agree_exclude,exclude,auto: both agree exclude
2e71f6f54b8b,"4th International Scientific and Practical Conference on Digital and Information Technologies in Economics and Management, DITEM 2024",exclude,exclude,0.8500,agree_exclude,exclude,auto: both agree exclude
944a78c8c988,"Enhancing Risk Management and Fraud Detection in the U.S. Financial Industry Through Machine Learning Algorithms: Applications, Challenges, and Future Directions",exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
8e52ff85234f,Hybrid Quantum-Classical Framework for Multi-Objective Weighted Portfolio Optimization,include,exclude,0.8800,human_only,include,"auto: human include confirmed (AI conf=0.88, reason=EX-PARADIGM)"
9abc38e76aec,Quantum Computing and Its Implications for Theoretical and Applied Economics: From Shor’s Algorithm to Models of Uncertainty,include,exclude,0.9000,human_only,include,"auto: human include confirmed (AI conf=0.90, reason=EX-NOMETHOD)"
a801ca3560e0,Quantum Machine Learning: An Application of Quantum Support Vector Machines for Financial Data Classification,exclude,include,0.3500,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.35)
79a526ef5902,Arline Benchmarks: Automated Benchmarking Platform for Quantum Compilers,include,include,0.9000,agree_include,include,auto: both agree include
ced20dbb381f,"Real device experiment data of the paper ""Hybrid Quantum-Classical Neural Networks for Few-Shot Credit Risk Assessment""",include,exclude,0.8000,human_only,include,"auto: human include confirmed (AI conf=0.80, reason=EX-TOOSHORT)"
83317aae0ec0,Hybrid quantum investment optimization with minimal holding period,include,exclude,0.9000,human_only,include,"auto: human include confirmed (AI conf=0.90, reason=EX-PARADIGM)"
9c85a55dd3aa,"Big Data: Past, Present, and Future Insights",exclude,exclude,0.9300,agree_exclude,exclude,auto: both agree exclude
786f53f50c4e,FROM BITS TO BUCKS: UNLEASHING THE POWER OF DIGITAL FINANCE,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
0b549647c8e5,Scaling Analysis of Quantum Amplitude Estimation for Tokenized Asset Option Pricing: Validation and Barriers to Practical Advantage,include,include,0.8000,agree_include,include,auto: both agree include
9242f9c3e9d3,Deep Learning with Quantum Computing Leveraging risk assessment financial optimization and detection of frauds,exclude,include,0.7200,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.72)
f38d17881a5a,Tencent,exclude,exclude,0.8000,agree_exclude,exclude,auto: both agree exclude
0ae8079263db,Investor-patent networks as mutualistic networks,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
dac79e289b71,Quantum computing: current and potential applications in digital agriculture,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
9d9e8d93d1af,Materials for Silicon Quantum Dots and their Impact on Electron Spin Qubits,exclude,exclude,0.9300,agree_exclude,exclude,auto: both agree exclude
d843fc13b782,Quantum Machine Learning Integration: A Novel Approach to Business and Economic Data Analysis,exclude,exclude,0.7200,agree_exclude,exclude,auto: both agree exclude
0ae8079263db,Investor-patent networks as mutualistic networks,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
88e7d870aeb0,Quantum-Driven Reinforcement Learning for Financial Market Prediction and Risk Management,include,exclude,0.9000,human_only,include,"auto: human include confirmed (AI conf=0.90, reason=EX-PARADIGM)"
209e65831b98,"Picking Efficient Portfolios from 3,171 US Common Stocks with New Quantum and Classical Solvers",include,exclude,0.8500,human_only,exclude,"auto: annealing-only, not gate-based (EX-PARADIGM)"
9e0cfe6ebfe1,Universal Equation Axes Framework v1.2,exclude,exclude,0.8500,agree_exclude,exclude,auto: both agree exclude
e8df9f255ba8,The Implementation of an Improved Differential Transform Scheme on the Schrodinger Equation Governing Wave-Particle Duality in Quantum Physics and Optics,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
01877ad38ab2,Mixed Quantum-Classical Method For Fraud Detection with Quantum Feature Selection,include,include,0.9200,agree_include,include,auto: both agree include
13544c1e7414,Quantum Machine Learning for Stock Price Movement Prediction,include,exclude,0.7000,human_only,include,"auto: human include confirmed (AI conf=0.70, reason=EX-TOOSHORT)"
96afa48cba5f,Quantum-Inspired AI for Predictive Financial Modeling: Unlocking the Next Frontier in Algorithmic Trading,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
045e9edc8f9c,Enhancing the Financial Sector with Quantum Computing: A Comprehensive Review of Current and Future Applications,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
6305f1971d53,Empirical estimate of intraseasonal and interannual variability of occurrence of tornadoes,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
4c7925a28627,A highly efficient tensor network algorithm for multi-asset Fourier options pricing,exclude,exclude,0.9300,agree_exclude,exclude,auto: both agree exclude
99e391ee5e85,Toward Quantum Utility in Finance: A Robust Data-Driven Algorithm for Asset Clustering,include,exclude,0.9200,human_only,include,"auto: human include confirmed (AI conf=0.92, reason=EX-PARADIGM)"
f9e5b6ee139d,Quantum Multiple Kernel Learning in Financial Classification Tasks,include,include,0.9200,agree_include,include,auto: both agree include
d18096ef8f4c,Financial Portfolio Optimization: a QUBO Formulation for Sharpe Ratio Maximization,include,exclude,0.8500,human_only,include,"auto: human include confirmed (AI conf=0.85, reason=EX-TOOSHORT)"
d676ccdb12e2,Scalable neural quantum states architecture for quantum chemistry,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
1b7d8c497d7d,A Generalized Quantum Inner Product and Applications to Financial Engineering,include,include,0.8800,agree_include,include,auto: both agree include
cf8de5885b73,Grover Search for Portfolio Selection,include,include,0.9000,agree_include,include,auto: both agree include
8583e917414e,"Next-Generation Advances in Quantum Computing: Algorithms, Networks, and Secure Systems",exclude,exclude,0.7800,agree_exclude,exclude,auto: both agree exclude
296dd193c78f,A framework to evaluate the performance of Variational Quantum Algorithms,include,include,0.8800,agree_include,include,auto: both agree include
e7e84a5252aa,Quantum Computing Approach to Realistic ESG-Friendly Stock Portfolios,include,exclude,0.9500,human_only,include,"auto: human include confirmed (AI conf=0.95, reason=EX-PARADIGM)"
68d02a109ffd,"High-Dimensional Signal Processing using Classical-Quantum Machine Learning Pipelines with the TensorFlow Stack, Cirq-NISQ, and Vertica",include,include,0.8600,agree_include,include,auto: both agree include
35c7b4d830d5,Market informed portfolio optimization methods with hybrid quantum computing,include,include,0.8900,agree_include,include,auto: both agree include
e8333614ccce,CCA³-SGAD: Quantum Amplitude Amplification for Combinatorial Search on Sparse Graphs,include,include,0.9000,agree_include,include,auto: both agree include
69e39e47af08,The Convergence of Quantum Computing and Artificial Intelligence,exclude,exclude,0.8000,agree_exclude,exclude,auto: both agree exclude
416ef4a162ad,THE INTERSECTION OF AI AND QUANTUM COMPUTING IN FINANCIAL MARKETS: A CRITICAL REVIEW,exclude,exclude,0.9100,agree_exclude,exclude,auto: both agree exclude
7a2871898d6c,ICNAS 2025 Tutorial,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
77f0bbb6e5f3,Enhancing Interpretability of Quantum-Assisted Blockchain Clustering via AI Agent-Based Qualitative Analysis,include,include,0.8200,agree_include,include,auto: both agree include
2c909be9e8cb,"Quantum Computing in Finance Optimization, Machine Learning, and Cybersecurity Frontiers - Joe Ghalbouni",exclude,exclude,0.8200,agree_exclude,exclude,auto: both agree exclude
