paper_id,title,abstract,doi,label_included
f93112e0b03a,"Universal Quantum Speedup for Branch-and-Bound, Branch-and-Cut, and Tree-Search Algorithms","Mixed Integer Programs (MIPs) model many optimization problems of interest in Computer Science, Operations Research, and Financial Engineering. Solving MIPs is NP-Hard in general, but several solvers have found success in obtaining near-optimal solutions for problems of intermediate size. Branch-and-Cut algorithms, which combine Branch-and-Bound logic with cutting-plane routines, are at the core of modern MIP solvers. Montanaro proposed a quantum algorithm with a near-quadratic speedup compared to classical Branch-and-Bound algorithms in the worst case, when every optimal solution is desired. In practice, however, a near-optimal solution is satisfactory, and by leveraging tree-search heuristics to search only a portion of the solution tree, classical algorithms can perform much better than the worst-case guarantee. In this paper, we propose a quantum algorithm, Incremental-Quantum-Branch-and-Bound, with universal near-quadratic speedup over classical Branch-and-Bound algorithms for every input, i.e., if classical Branch-and-Bound has complexity $Q$ on an instance that leads to solution depth $d$, Incremental-Quantum-Branch-and-Bound offers the same guarantees with a complexity of $\tilde{O}(\sqrt{Q}d)$. Our results are valid for a wide variety of search heuristics, including depth-based, cost-based, and $A^{\ast}$ heuristics. Universal speedups are also obtained for Branch-and-Cut as well as heuristic tree search. Our algorithms are directly comparable to commercial MIP solvers, and guarantee near quadratic speedup whenever $Q \gg d$. We use numerical simulation to verify that $Q \gg d$ for typical instances of the Sherrington-Kirkpatrick model, Maximum Independent Set, and Portfolio Optimization; as well as to extrapolate the dependence of $Q$ on input size parameters. This allows us to project the typical performance of our quantum algorithms for these important problems.",10.48550/arxiv.2210.03210,1
8fc35690e0bc,Quantum Time-Energy Theory (QTET) & UTRER: QCC Echo REDACTED Outputs SHA-256 Hash Timestamped,"Abstract The Quantum Coherence Circuit (QCC Echo) demonstrates the first reproducible, room-temperature quantum-coherence lock sustained for continuous 60-minute operation. Using a minimal three-qubit configuration, the kernel employs a mirror-symmetric gate architecture (Hadamard-controlled-exchange pair sequence with calibrated delay intervals) to establish temporal-resonance anchoring and eliminate decoherence leakage within closed-system bounds. The experiment was validated across Qiskit Aer simulations and hardware-level executions, yielding deterministic outcomes (P(000) ≈ 1.000 ± 0.000) across repeated soaks without cryogenic stabilization or active error correction. This result provides empirical confirmation that coherence stability can be achieved through logical symmetry and temporal resonance alone, decoupled from temperature-dependent noise suppression. Derived architectures—collectively referenced as EchoLift Harmony and EchoLift Halo—extend the same kernel logic through proprietary radiation-hardening and curvature-anchored field-stabilization systems designed for aerospace and high-radiation environments. These derivatives remain under active utility-patent and trade-secret protection by Lei A While Research Center. Derivative-Implementation Principle:The coherence-locking mechanism defined herein is logic-originated and temperature-independent. Any system or process that reproduces the same temporal-resonance sequence or its functional equivalent, regardless of substrate, superconducting medium, or Bose-Einstein condensate environment, constitutes a derivative implementation of the QCC Echo kernel. Physical fidelity enhancements via external modulation or supercooling do not alter inventorship or logical origin. The QCC Echo framework establishes a reproducible foundation for coherence-anchored quantum computing and provides a benchmark against which subsequent radiation-adapted and field-stabilized derivatives may be evaluated. Significance Statement The QCC Echo system establishes a new operational frontier in quantum engineering: sustained, room-temperature coherence lock without cryogenic infrastructure or active error correction. By demonstrating that perfect coherence can be maintained through resonance symmetry and timing logic alone, this work redefines the boundary conditions for scalable, portable quantum computing. The radiation-hardened derivative architecture—EchoLift Harmony—extends this kernel to extreme environments, including low-Earth orbit and deep-space operations, where radiation tolerance is traditionally prohibitive. The proprietary field-curvature stabilization and resonance-shielding logic of EchoLift Harmony remain protected under trade-secret and utility-patent filings by Lei A While Research Center and represent a high-value adaptation pathway for aerospace, defense, and long-duration research missions. --- Methods Summary Experiments were conducted on a Qiskit platform using the locked P2 resonance. Runs were executed in both Aer simulation and hardware testbeds, with identical output distributions (P(000) = 1.000 ± 0.000) maintained across continuous 60-minute soaks at room temperature. Standard depolarizing-noise models (p = 0.1) were applied to verify invariance of the lock under stochastic perturbation. All kernel-level logic, timing, and resonance functions were validated under tamper-evident archival procedures through Lei A While Research Center’s Scientific Authentication Ledger (SAL). Radiation-hardening, curvature-anchoring, and coherence-field harmonization methods specific to EchoLift Harmony remain confidential and are omitted under active trade-secret protection. Author Contributions Destiny Machwaya conceived, designed, and executed the QCC Echo experiments, performed all simulations and hardware validations, analyzed the resulting data, and prepared the manuscript. All intellectual property, including derivative architectures (EchoLift Harmony / Halo), is held and directed under Lei A While Research Center. No external contributors or third-party institutions participated in kernel development, testing, or data interpretation. All figures, notebooks, and validation outputs were generated and verified by the author. --- Data-Availability Statement The reproducibility package for QCC Echo—including Qiskit simulation scripts, statistical output files, and 60-minute soak validation data—is available through Zenodo (DOI pending) under a CC BY-NC 4.0 license. The proprietary radiation-hardening, curvature-anchoring, and field-stabilization methods associated with EchoLift Harmony and EchoLift Halo remain under active trade-secret and utility-patent protection and are not publicly released. Authorized collaboration or review access may be granted by written agreement with Lei A While Research Center for academic or governmental evaluation only. Acknowledgments The author extends appreciation to the broader scientific community whose foundational work in quantum information theory and resonance physics informed this study’s conceptual framing. Gratitude is also expressed to educational institutions providing open-access quantum simulation tools, which enabled reproducibility and verification across Qiskit and related platforms. The development of QCC Echo and its derivative architectures, EchoLift Harmony and Halo, was supported exclusively through Lei A While Research Center’s independent research program. No external funding, sponsorship, or institutional oversight influenced the design, execution, or interpretation of the results. --- Competing Interests Destiny Machwaya is the founder and principal investigator of Lei A While Research Center and holds active utility-patent and trade-secret claims covering the QCC Echo kernel and derivative architectures including EchoLift Harmony, Halo, and RosenEcho. These technologies form part of a protected intellectual-property portfolio currently under provisional and utility filings. The radiation-hardening and curvature-anchored logic of EchoLift Harmony is considered high-value, confidential trade-secret information and is excluded from public disclosure. The author declares no other financial or non-financial competing interests.",10.5281/zenodo.17518612,0
824f8aa3a7f5,"Proceedings of the 18th International Conference on Hybrid Artificial Intelligence Systems, HAIS 2023",,,0
955dd8044889,Quantum Finance: a tutorial on quantum computing applied to the financial market,"Previously only considered a frontier area of Physics, nowadays quantum computing is one of the fastest growing research field, precisely because of its technological applications in optimization problems, machine learning, information security and simulations. The goal of this article is to introduce the fundamentals of quantum computing, focusing on a promising quantum algorithm and its application to a financial market problem. More specifically, we discuss the portfolio optimization problem using the \textit{Quantum Approximate Optimization Algorithm} (QAOA). We not only describe the main concepts involved but also consider simple practical examples, involving financial assets available on the Brazilian stock exchange, with codes, both classic and quantum, freely available as a Jupyter Notebook. We also analyze in details the quality of the combinatorial portfolio optimization solutions through QAOA using SENAI/CIMATEC's ATOS QLM quantum simulator.",,1
34a559434eb1,Quantum Stochastic Walks for Portfolio Optimization: Theory and Implementation on Financial Networks,"<title>Abstract</title> Financial markets are noisy yet contain a latent graph–theoretic structure that can be exploited for superior risk-adjusted returns. We propose a \emph{quantum-stochastic-walk} (QSW) optimizer that embeds assets in a weighted graph—nodes are securities, edges encode the return–covariance kernel—and derives portfolio weights from the stationary distribution of the walk. Three empirical studies support the method. (i)~On the \textbf{Top-100 S\&amp;P constituents} (2016–2024) six scenario portfolios fitted on 1- and 2-year windows lift the out-of-sample Sharpe ratio by up to \textbf{+27\,\%} while slashing annual turnover from $480\%$ (mean–variance) to $2$–$90\%$. (ii)~A \mbox{$625$} grid search isolates a robust sweet-spot—$\alpha,\lambda\!\lesssim\!0.5$, $\omega\!\in[0.2,0.4]$—that delivers Sharpe $\approx0.97$ at $\le5\%$ turnover and Herfindahl–Hirschman index(HHI) ${\sim}0.01$. (iii)~Repeating the full grid on \textbf{50 random 100-stock subsets} of the S\&amp;P\,500 generates 31,350 additional back-tests: the best-per-draw QSW beats re-optimized mean–variance on Sharpe in 54\,\% of samples and \emph{always} wins on trading efficiency, with median turnover \textbf{36\,\%} versus \textbf{351\,\%}. Overall, QSW raises the annualized Sharpe ratio by \textbf{15\,\%} and cuts average turnover by \textbf{90\,\%} relative to classical optimization, all while remaining comfortably within UCITS 5/10/40 rule. The findings demonstrate that hybrid quantum–classical dynamics can uncover non-linear dependencies overlooked by quadratic models, offering a practical low-cost weighting engine for themed ETFs and other systematic mandates.",10.21203/rs.3.rs-7045880/v1,1
01326ce2213f,"Quantum Chebyshev Transform: Mapping, Embedding, Learning and Sampling Distributions","We develop a paradigm for building quantum models in the orthonormal space of Chebyshev polynomials. We show how to encode data into quantum states with amplitudes being Chebyshev polynomials with degree growing exponentially in the system size. Similar to the quantum Fourier transform which maps computational basis space into the phase (Fourier) basis, we describe the quantum circuit for the mapping between computational and Chebyshev spaces. We propose an embedding circuit for generating the orthonormal Chebyshev basis of exponential capacity, represented by a continuously-parameterized shallow isometry. This enables automatic quantum model differentiation, and opens a route to solving stochastic differential equations. We apply the developed paradigm to generative modeling from physically- and financially-motivated distributions, and use the quantum Chebyshev transform for efficient sampling of these distributions in extended computational basis.",,1
3f6142d2645d,Review on Quantum Computers in Machine Learning,"The product development, process optimization and chemical discovery are also among the actual manufacturing areas for witnessing the major innovations for quantum computing. The quantum simulations can also be capable of replacing the laboratory experiments that reduces the research cost and also even minimize the requirement of animal and human testing. Apart from that, quantum computers can bring the huge potential advantages within the financial sectors that are from deeper analytics to the latest and faster trading possibilities. In the current scenario, the existing computers struggle in calculating big data and are unable to solve several complex problems. Therefore, these problems are much more expected to be resolved within a few seconds by the help and power of the quantum computers. Apart from that, it is also predicted that the AI applications within the particular ML can also benefit from the advanced technology of quantum computing. Keyword :Machine learning, Artificial Intelligence, Quantum computing, Cyber security.",10.36647/ttaca/01.01.a005,0
76621edc33c1,Blockchain: Post-Quantum Security &amp;amp; Legal Economics,,10.2139/ssrn.3444695,0
9b2873973a84,Quantum Recurrent Neural Networks for Sequential Learning,"Quantum neural network (QNN) is one of the promising directions where the near-term noisy intermediate-scale quantum (NISQ) devices could find advantageous applications against classical resources. Recurrent neural networks are the most fundamental networks for sequential learning, but up to now there is still a lack of canonical model of quantum recurrent neural network (QRNN), which certainly restricts the research in the field of quantum deep learning. In the present work, we propose a new kind of QRNN which would be a good candidate as the canonical QRNN model, where, the quantum recurrent blocks (QRBs) are constructed in the hardware-efficient way, and the QRNN is built by stacking the QRBs in a staggered way that can greatly reduce the algorithm's requirement with regard to the coherent time of quantum devices. That is, our QRNN is much more accessible on NISQ devices. Furthermore, the performance of the present QRNN model is verified concretely using three different kinds of classical sequential data, i.e., meteorological indicators, stock price, and text categorization. The numerical experiments show that our QRNN achieves much better performance in prediction (classification) accuracy against the classical RNN and state-of-the-art QNN models for sequential learning, and can predict the changing details of temporal sequence data. The practical circuit structure and superior performance indicate that the present QRNN is a promising learning model to find quantum advantageous applications in the near term.",10.48550/arxiv.2302.03244,0
dcc9f218d7a2,Quantum computing for multidimensional option pricing: End-to-end pipeline,"This work introduces an end-to-end framework for multi-asset option pricing that combines market-consistent risk-neutral density recovery with quantum-accelerated numerical integration. We first calibrate arbitrage-free marginal distributions from European option quotes using the Normal Inverse Gaussian (NIG) model, leveraging its analytical tractability and ability to capture skewness and fat tails. Marginals are coupled via a Gaussian copula to construct joint distributions. To address the computational bottleneck of the high-dimensional integration required to solve the option pricing formula, we employ Quantum Accelerated Monte Carlo (QAMC) techniques based on Quantum Amplitude Estimation (QAE), achieving quadratic convergence improvements over classical Monte Carlo (CMC) methods. Theoretical results establish accuracy bounds and query complexity for both marginal density estimation (via cosine-series expansions) and multidimensional pricing. Empirical tests on liquid equity entities (Credit Agricole, AXA, Michelin) confirm high calibration accuracy and demonstrate that QAMC requires 10-100 times fewer queries than classical methods for comparable precision. This study provides a practical route to integrate arbitrage-aware modelling with quantum computing, highlighting implications for scalability and future extensions to complex derivatives.",,1
